"newID"	"rich"	"shannon"	"PC1"	"PC2"	"OTU_35"	"OTU_143"	"OTU_155"	"OTU_14"	"OTU_34"	"OTU_23"	"OTU_13"	"OTU_226"	"OTU_27"	"OTU_347"	"OTU_2"	"OTU_4"	"OTU_10"	"OTU_12"	"OTU_45"	"OTU_97"	"OTU_1"	"OTU_3"	"OTU_38"	"OTU_18"	"OTU_26"	"OTU_152"	"OTU_5"	"OTU_156"	"OTU_8"	"OTU_11"	"OTU_21"	"OTU_56"	"OTU_76"	"OTU_60"	"OTU_92"	"OTU_118"	"OTU_9"	"OTU_302"	"OTU_30"	"OTU_51"	"OTU_25"	"OTU_20"	"OTU_64"	"OTU_47"	"OTU_15"	"OTU_82"	"OTU_43"	"OTU_121"	"OTU_115"	"OTU_17"	"OTU_81"	"OTU_99"	"OTU_19"	"OTU_65"	"OTU_80"	"OTU_39"	"OTU_95"	"OTU_189"	"OTU_63"	"OTU_59"	"OTU_77"	"OTU_131"	"OTU_93"	"OTU_87"	"OTU_134"	"OTU_109"	"OTU_225"	"OTU_31"	"OTU_58"	"OTU_66"	"OTU_62"	"OTU_88"	"OTU_185"	"OTU_129"	"OTU_291"	"OTU_158"	"OTU_69"	"OTU_79"	"OTU_44"	"OTU_117"	"OTU_474"	"OTU_193"	"OTU_112"	"OTU_311"	"OTU_250"	"OTU_287"	"OTU_154"	"OTU_96"	"OTU_145"	"OTU_139"	"OTU_126"	"OTU_101"	"OTU_57"	"OTU_78"	"OTU_266"	"OTU_188"	"OTU_132"	"OTU_125"	"OTU_111"	"OTU_167"	"OTU_441"	"OTU_49"	"OTU_98"	"OTU_54"	"OTU_149"	"OTU_70"	"OTU_48"	"OTU_166"	"OTU_280"	"OTU_201"	"OTU_271"	"OTU_147"	"OTU_71"	"OTU_74"	"OTU_138"	"OTU_182"	"OTU_297"	"OTU_255"	"OTU_231"	"OTU_163"	"OTU_212"	"OTU_162"	"OTU_241"	"OTU_224"	"OTU_75"	"OTU_217"	"OTU_91"	"OTU_90"	"OTU_124"	"OTU_68"	"OTU_184"	"OTU_237"	"OTU_168"	"OTU_180"	"OTU_196"	"OTU_85"	"OTU_151"	"OTU_102"	"OTU_120"	"OTU_130"	"OTU_209"	"OTU_86"	"OTU_197"	"OTU_141"	"OTU_83"	"OTU_248"	"OTU_202"	"OTU_199"	"OTU_239"	"OTU_172"	"OTU_313"	"OTU_305"	"OTU_207"	"OTU_89"	"OTU_249"	"OTU_279"	"OTU_157"	"OTU_284"	"OTU_153"	"OTU_135"	"OTU_171"	"OTU_261"	"OTU_61"	"OTU_128"	"OTU_148"	"OTU_146"	"OTU_211"	"OTU_161"	"OTU_275"	"OTU_73"	"OTU_183"	"OTU_247"	"OTU_238"	"OTU_150"	"OTU_242"	"OTU_641"	"OTU_107"	"OTU_350"	"OTU_272"	"OTU_204"	"OTU_222"	"OTU_307"	"OTU_173"	"OTU_276"	"OTU_144"	"OTU_413"	"OTU_206"	"OTU_165"	"OTU_309"	"OTU_223"	"OTU_229"	"OTU_122"	"OTU_110"	"OTU_298"	"OTU_336"	"OTU_214"	"OTU_519"	"OTU_343"	"OTU_329"	"OTU_267"	"OTU_137"	"OTU_219"	"OTU_243"	"OTU_363"	"OTU_289"	"OTU_259"	"OTU_451"	"OTU_360"	"OTU_200"	"OTU_186"	"OTU_213"	"OTU_288"	"OTU_285"	"OTU_203"	"OTU_397"	"OTU_260"	"OTU_340"	"OTU_263"	"OTU_359"	"OTU_254"	"OTU_262"	"OTU_499"	"OTU_464"	"OTU_335"	"OTU_326"	"OTU_318"
"PI531341_R3"	199	3.32513437333095	-0.187872636636262	0.0194213150780986	0	0	1	79	56	25	37	1	43	0	46	18	103	65	3	4	607	904	27	48	73	0	0	0	242	365	36	2	0	3	1	3	134	0	16	7	21	46	7	4	31	4	0	0	0	38	0	3	33	11	2	0	1	0	0	3	11	0	2	3	2	1	0	14	4	4	10	6	0	0	2	1	4	3	60	0	0	0	6	0	1	0	0	0	2	2	2	0	9	3	3	1	2	2	0	3	1	10	3	7	1	1	28	4	0	0	0	0	2	8	3	1	0	0	0	0	0	0	2	0	7	0	15	3	1	3	3	0	0	3	14	7	1	0	0	2	0	9	0	4	4	0	0	2	0	0	1	0	0	4	0	0	5	1	0	0	14	1	1	2	0	2	0	0	6	0	1	3	0	0	0	0	2	1	1	0	0	0	0	0	3	0	0	1	0	0	2	5	9	0	0	0	2	0	0	5	6	0	0	0	0	0	3	0	0	1	0	0	0	1	0	0	0	0	0	1	0	10	2	1	0	0
"PI531341_R4"	200	3.78021907074192	-0.135014843669007	0.0782350213649231	1	2	2	192	169	41	74	0	56	0	39	57	172	236	6	0	513	80	24	88	63	0	8	0	329	165	48	8	1	6	0	2	179	2	86	19	163	40	4	0	47	125	0	12	0	35	0	2	142	23	19	4	3	1	4	4	14	1	1	21	3	0	0	35	16	19	6	4	0	1	0	4	6	10	80	1	0	4	3	1	1	0	9	0	3	4	0	1	13	4	1	4	1	0	0	1	2	10	4	11	2	17	36	12	1	0	0	0	10	4	0	1	0	4	0	0	0	0	0	1	11	3	17	1	0	3	0	0	4	2	0	2	7	0	1	1	1	4	0	0	3	1	0	0	0	0	0	1	0	11	0	1	2	2	0	0	5	0	10	0	0	0	0	3	93	1	0	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0	1	3	1	0	0	5	15	3	0	0	0	0	0	2	0	2	2	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0
"PI531343_R1"	224	3.53945170603484	-0.219034728052959	-0.0481035025114906	1	2	2	152	53	17	92	1	80	0	163	19	53	97	1	13	444	669	9	145	106	2	3	0	470	244	15	6	3	4	1	0	109	0	21	10	14	5	3	0	28	14	2	15	567	37	1	0	1	21	16	1	1	0	0	5	22	0	0	0	3	0	1	39	4	10	2	3	0	1	1	0	3	16	131	7	0	0	7	0	0	0	8	0	21	7	1	0	4	5	1	0	12	1	0	0	2	19	7	20	2	0	18	3	1	0	0	1	6	8	3	1	0	0	0	0	2	0	0	1	7	5	4	6	0	0	1	0	3	0	2	7	0	1	1	5	1	3	0	3	0	0	1	3	2	3	0	0	0	20	0	0	23	0	1	2	0	2	25	2	2	4	0	3	1	1	1	0	0	1	0	0	2	0	0	4	3	0	1	2	0	0	0	0	0	0	0	0	7	1	0	0	0	2	1	0	2	0	1	0	1	1	0	1	0	1	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	1
"PI531343_R2"	210	3.49796436444516	-0.243221203344493	-0.0715388217949898	3	4	0	89	68	16	27	0	115	0	124	40	94	104	1	1	598	1140	25	141	112	0	2	1	184	121	25	5	0	3	0	6	266	0	18	12	73	17	4	4	28	13	0	6	0	10	0	1	2	27	5	6	0	0	0	2	9	0	0	0	4	0	3	25	17	9	9	4	0	0	2	0	6	13	21	15	0	5	1	7	3	1	1	0	28	0	17	1	2	7	0	1	11	3	0	18	0	16	3	36	1	2	16	1	0	0	0	0	6	9	0	3	0	0	0	2	0	2	0	1	6	2	9	13	0	4	0	0	3	0	3	2	0	1	0	5	0	9	0	6	5	0	1	1	1	0	0	0	0	16	0	1	1	0	0	0	0	0	15	11	2	6	0	2	5	0	0	1	0	2	1	0	1	0	0	0	0	0	2	1	2	0	2	0	0	0	0	0	7	1	0	0	0	0	4	0	0	1	4	0	1	0	0	1	0	2	0	1	1	0	0	3	0	2	0	0	0	0	0	0	0	1
"PI531343_R3"	256	3.95784555172426	-0.201306398484625	0.0891385962761606	2	23	0	119	166	92	65	1	195	0	77	24	36	213	0	2	598	315	72	204	116	0	8	0	291	130	29	9	1	6	0	1	65	4	35	16	34	10	16	0	37	39	1	0	0	16	0	3	239	79	22	1	0	0	0	3	4	0	3	3	1	1	7	48	11	13	1	9	2	1	4	30	6	13	50	2	1	4	16	4	0	1	25	0	6	2	1	8	25	1	4	1	0	2	1	0	1	27	6	14	3	7	43	3	0	5	0	0	6	22	2	1	0	0	0	0	3	0	0	1	7	2	15	13	0	0	0	0	12	0	0	5	0	3	2	8	3	6	0	1	2	0	0	1	0	0	0	0	0	20	0	2	21	3	1	0	0	0	18	7	1	6	0	0	0	7	3	0	0	9	0	5	2	0	0	0	0	0	4	0	1	0	1	0	0	0	0	0	13	3	0	0	0	3	0	9	0	0	4	1	2	0	1	1	0	1	0	1	2	2	0	0	2	0	0	1	0	0	1	0	1	0
"PI531343_R4"	226	3.70067071324035	-0.194924181479567	0.0407582248286596	1	2	0	106	127	35	55	3	17	10	41	5	83	123	2	5	606	721	25	62	37	1	3	0	397	243	13	7	0	5	3	0	208	2	15	14	179	78	3	75	23	15	0	0	0	10	0	0	121	24	4	0	0	0	0	0	12	0	14	1	3	0	5	22	17	16	16	1	0	0	0	0	11	4	53	4	3	5	8	0	0	0	1	0	13	2	1	4	15	4	2	2	9	5	2	3	0	14	6	34	2	5	18	30	0	0	0	0	13	30	2	3	1	0	0	0	1	0	0	5	5	7	8	8	6	3	5	0	6	1	0	5	0	2	0	11	3	6	0	6	11	4	2	0	1	14	0	0	1	12	1	1	3	1	0	1	0	2	7	5	8	8	0	0	1	1	1	0	4	0	0	0	1	0	0	0	0	0	0	0	2	3	3	0	0	0	0	16	4	0	0	1	0	0	0	1	1	0	2	0	0	0	0	1	0	1	1	1	1	2	0	0	0	0	0	1	0	0	0	1	0	0
"PI531355_R1"	227	3.6718017414319	0.161265193091445	-0.0949784438794455	48	2	7	57	4	36	102	3	10	5	836	180	239	105	42	11	314	0	16	59	15	1	249	1	30	6	66	11	3	30	0	1	120	0	57	1	40	93	8	14	551	1	49	0	6	171	17	4	3	0	3	35	2	2	3	21	0	5	0	4	0	6	0	18	2	4	3	2	5	2	0	2	11	6	0	13	5	0	0	0	0	1	0	1	0	8	50	0	11	1	0	2	0	4	11	0	0	31	7	3	4	15	10	2	0	0	0	6	8	4	2	5	0	2	0	1	0	32	1	0	8	0	0	4	6	9	1	1	2	3	7	9	1	6	6	2	1	3	2	1	9	2	0	0	0	3	1	0	2	0	3	0	0	3	2	5	0	0	11	0	0	1	0	0	2	1	2	0	2	1	0	1	2	2	4	0	0	1	0	1	2	0	0	4	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	2	0	0	0	0	2	0	1	1	1	0
"PI531355_R2"	197	3.70443533427029	0.150085252432476	-0.0810851001411285	83	0	9	74	19	57	177	3	22	0	770	210	173	159	51	3	294	0	34	126	37	0	372	9	35	13	56	17	14	17	0	0	213	0	68	3	5	65	22	0	243	0	23	0	0	177	11	5	0	0	3	105	5	0	9	18	0	9	11	13	0	1	0	44	1	5	0	9	3	7	0	10	12	4	1	9	0	0	0	0	0	1	0	1	0	1	8	1	25	5	0	4	0	0	21	0	1	31	5	9	12	0	34	6	1	0	0	4	5	10	1	1	0	2	0	4	0	0	0	0	14	0	2	2	1	15	7	0	0	6	3	5	5	5	1	0	1	1	0	0	1	8	3	2	0	0	0	2	2	0	3	1	1	1	3	6	1	0	19	2	0	3	0	0	5	0	0	2	0	0	0	0	0	0	1	2	1	0	0	0	6	1	4	1	0	4	3	0	0	1	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	3	0	1	6	0	0	0	0	5	1	0	0	2	0
"PI531355_R3"	217	3.88113614050075	0.0503526281152892	0.0434427634146187	50	1	0	72	28	92	212	1	23	0	254	213	68	101	100	5	657	39	11	25	120	8	171	0	218	54	136	39	3	8	1	3	68	0	72	11	24	28	17	4	70	16	16	3	0	78	5	0	79	0	4	56	3	0	21	10	0	3	10	8	58	5	1	35	12	9	6	9	2	4	0	1	16	28	4	6	0	1	1	1	0	8	4	6	3	0	11	0	16	11	0	0	2	1	0	0	0	22	4	4	3	0	18	2	1	1	0	1	15	4	1	0	0	2	0	1	0	1	2	0	5	2	6	8	6	12	0	0	3	1	0	10	5	3	4	1	1	0	0	0	2	1	6	23	3	0	0	3	0	0	0	0	0	0	2	1	1	0	14	0	0	4	3	0	0	5	2	0	1	5	3	0	2	2	1	0	0	2	2	0	15	0	2	1	0	2	2	0	4	0	0	1	0	1	0	0	0	2	10	1	4	0	0	0	1	2	0	0	0	0	0	0	0	0	0	2	2	1	0	0	2	0
"PI531355_R4"	254	4.18965105731737	0.0796929478056401	0.0492647087837188	54	0	5	93	7	133	250	10	13	4	117	157	53	57	34	5	556	74	28	42	80	17	211	0	176	120	70	13	1	20	0	0	135	0	51	18	122	85	27	80	76	0	87	0	13	98	11	2	75	1	31	36	7	2	37	22	1	2	1	28	5	4	0	21	7	11	1	15	6	22	0	1	14	74	12	5	0	0	8	1	0	6	3	1	0	0	4	0	11	5	0	2	6	0	0	26	1	29	3	18	7	15	14	1	2	4	2	0	23	9	0	1	1	1	0	2	0	3	2	0	5	0	6	10	9	11	2	3	2	4	0	15	2	8	3	0	0	1	0	1	0	4	3	1	0	0	0	2	6	0	0	0	2	9	0	2	3	0	16	2	0	0	2	0	5	1	2	2	2	8	0	0	13	5	3	0	0	3	12	2	0	3	0	9	2	0	0	5	4	0	3	0	4	2	0	0	2	6	0	2	0	3	1	0	0	1	13	1	1	0	1	1	2	2	2	3	0	0	0	0	2	0
"PI531356_R1"	181	3.72973392981607	-0.262114478977019	-0.101445208052352	0	5	1	117	38	37	37	0	12	0	45	7	17	134	0	0	303	722	43	106	85	2	5	0	192	252	29	0	0	4	0	0	185	0	27	17	228	21	8	5	69	17	2	2	0	35	0	2	19	24	0	1	0	0	2	2	10	0	0	0	2	0	0	37	16	2	3	1	0	0	2	0	8	17	30	12	0	8	1	1	2	0	0	0	7	33	10	1	0	4	4	0	2	0	0	8	1	5	2	41	0	1	19	0	1	0	0	0	5	11	0	3	0	0	0	0	0	122	0	1	1	0	2	94	0	1	0	0	2	0	1	0	0	2	0	3	0	4	0	20	0	0	0	0	0	0	0	0	0	27	0	0	8	0	0	4	0	48	19	2	242	6	0	5	0	268	1	1	0	0	1	0	6	0	0	0	0	0	0	0	0	0	2	0	0	0	0	23	2	0	0	0	0	0	0	0	0	0	1	0	1	11	0	2	0	24	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
"PI531356_R2"	169	3.11773178157497	-0.307922605602736	-0.0750063750425277	0	2	1	54	19	32	58	0	66	0	137	3	35	69	0	6	601	1164	4	97	105	0	0	1	729	382	18	0	0	4	0	7	100	1	7	12	41	2	14	0	54	17	0	7	0	6	0	1	4	16	0	0	0	0	0	0	14	0	1	0	1	0	5	38	18	12	3	0	0	0	1	0	4	6	31	3	0	3	6	1	4	1	2	0	7	8	0	3	0	6	3	0	0	28	0	8	1	17	1	41	0	0	14	0	0	2	0	0	2	10	2	6	0	0	0	0	0	1	0	0	5	6	3	14	0	0	0	0	2	0	1	3	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	12	0	0	5	0	0	3	0	1	9	4	0	4	0	9	1	1	0	0	1	0	4	0	1	0	0	0	6	0	4	0	0	1	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	1	0	2	0	0	4	0	1	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0
"PI531356_R3"	240	3.97532433892201	-0.0109991034238698	0.124869893527198	35	4	1	120	75	100	164	0	43	0	94	322	80	37	11	3	668	12	24	76	37	0	93	2	292	171	70	18	0	10	1	2	128	1	94	41	6	17	4	15	46	12	4	1	34	71	4	2	184	4	0	12	11	0	9	13	1	4	7	30	2	2	3	64	0	13	3	8	1	1	0	0	12	57	20	9	0	1	3	0	1	1	6	0	19	0	12	0	6	121	1	1	0	0	2	1	0	16	11	15	2	2	27	6	0	0	2	0	8	5	0	2	0	4	6	1	7	0	0	2	8	2	10	16	3	13	2	1	3	0	0	18	2	2	2	6	4	2	0	0	4	1	1	3	0	0	3	2	2	6	0	0	1	0	3	0	2	0	10	0	0	4	0	0	1	0	0	0	1	18	3	1	10	4	2	0	0	0	1	0	23	0	1	0	2	1	3	1	6	2	2	1	1	2	1	2	2	16	1	2	0	0	0	0	7	11	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1
"PI531356_R4"	214	3.46452068805837	0.0221420761945628	0.0431633485347764	14	2	0	89	88	32	79	0	5	1	544	385	66	23	11	3	611	0	6	38	49	0	140	0	252	552	35	13	0	3	0	2	73	0	66	9	2	56	6	8	339	2	6	0	4	233	1	0	39	2	3	11	6	0	6	10	1	4	10	1	6	0	1	14	7	3	1	3	1	5	0	0	4	26	9	4	0	0	0	0	0	1	4	0	0	0	1	0	1	14	0	2	1	0	3	6	2	13	3	2	1	7	21	2	2	2	2	3	1	1	2	3	0	1	0	1	0	0	3	0	3	2	2	3	2	3	2	0	0	1	0	4	1	0	1	1	0	9	0	0	7	0	0	6	0	0	0	0	2	0	1	0	0	0	4	3	2	0	9	0	0	2	0	0	1	3	3	0	0	22	0	0	0	6	1	0	0	0	1	2	0	1	0	0	0	0	0	0	5	1	0	2	1	0	0	1	0	0	1	0	0	0	1	1	1	0	2	1	1	2	0	2	3	0	0	0	0	1	0	0	0	1
"PI531357_R1"	227	4.02969290907897	0.168711004555836	-0.0258937390448322	78	0	6	108	11	67	134	9	46	1	107	219	150	61	39	12	326	2	46	43	48	6	426	6	42	61	52	72	6	26	0	0	275	1	142	3	201	101	12	4	136	2	36	0	29	332	38	0	5	0	5	54	5	1	5	17	0	2	5	15	6	2	1	24	15	6	7	7	4	14	0	2	9	16	1	2	0	0	0	0	0	0	1	0	0	2	1	0	23	6	0	7	0	0	24	4	1	25	2	11	2	10	24	0	0	0	0	4	5	6	1	0	3	0	1	4	3	0	0	0	7	0	0	0	5	20	6	3	2	3	0	11	2	7	0	0	1	2	13	0	9	0	1	1	1	14	2	1	8	0	1	1	0	0	5	0	0	0	26	0	5	2	0	0	0	3	3	0	4	0	0	1	21	4	2	0	0	1	1	0	6	0	0	1	2	2	1	1	0	0	0	0	0	2	4	0	7	0	0	1	0	0	0	0	1	0	8	2	0	0	2	2	1	3	0	2	8	0	0	0	0	0
"PI531357_R2"	226	3.81887535575078	0.164979947602041	-0.0518995928138469	83	0	4	112	1	64	128	1	30	4	254	211	75	76	39	4	450	0	24	49	32	0	355	14	23	20	109	19	5	13	0	0	236	0	91	0	10	83	6	4	190	2	12	0	7	133	10	1	4	1	0	79	5	0	16	21	0	5	10	28	2	5	0	27	3	12	4	7	2	4	0	2	20	22	3	0	5	0	1	0	0	0	0	2	0	0	0	0	20	1	0	1	8	1	11	2	0	20	5	4	2	0	15	0	1	5	2	5	11	10	0	2	3	1	1	3	3	0	0	0	7	0	1	4	3	22	0	3	2	0	0	12	0	9	6	1	0	5	7	0	2	1	0	1	0	343	2	0	2	0	3	0	0	0	6	6	1	3	13	2	0	2	3	0	1	2	0	1	1	0	0	0	1	0	2	0	0	1	1	0	0	0	2	1	0	2	2	0	1	0	0	1	0	0	1	0	1	1	1	0	0	0	1	0	0	0	2	0	0	0	1	1	0	1	0	0	8	0	0	2	2	1
"PI531357_R3"	210	3.56810565896555	0.0365695576381091	0.0183332089074269	18	0	1	97	19	57	95	0	0	0	945	206	67	21	14	4	621	38	10	87	33	2	122	0	271	168	125	6	4	11	0	0	75	0	80	11	12	59	3	1	115	1	12	0	0	86	1	13	66	0	1	33	12	5	8	8	0	5	3	6	4	3	0	15	16	3	13	9	5	0	0	0	17	20	4	6	0	0	1	0	0	0	0	9	0	0	7	4	6	3	0	1	205	0	2	0	0	12	3	18	2	22	20	1	0	1	0	0	11	5	18	5	1	0	0	2	1	0	3	0	9	1	3	0	3	7	0	1	0	0	0	15	3	5	2	1	2	4	0	22	0	1	2	0	0	0	0	2	1	0	1	0	0	0	5	2	3	2	10	3	0	2	2	0	0	1	4	2	0	0	0	0	4	0	1	3	0	0	0	1	13	5	0	1	1	3	36	2	3	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	2	0	1	1	0	3	0	0	0	1	1	0	1	0	0	0	1	0
"PI531360_R1"	211	3.77684059291657	0.135085266222628	-0.019627864920872	42	0	6	127	11	39	76	0	64	4	64	274	513	10	19	7	560	1	20	96	51	4	384	1	89	70	73	27	16	25	2	2	221	0	62	12	80	63	14	0	182	2	31	0	0	118	2	3	0	0	40	45	7	3	14	18	0	3	4	17	3	4	1	22	17	3	0	13	5	1	0	8	7	11	2	1	0	0	1	0	0	1	3	9	0	1	1	1	31	0	0	2	0	0	4	2	0	10	4	0	2	20	24	3	1	0	1	18	7	6	0	4	0	0	0	1	1	0	0	0	6	0	3	4	1	17	0	0	0	2	0	13	2	2	4	3	0	44	0	0	43	2	1	0	0	0	0	0	1	0	0	0	0	1	1	1	2	0	8	8	1	1	3	0	0	10	0	0	4	0	1	1	5	2	2	18	1	1	1	0	2	0	1	4	2	1	0	4	0	0	0	1	0	0	1	0	8	2	0	0	0	1	4	0	1	0	2	1	0	0	1	2	0	0	0	0	0	1	4	1	0	0
"PI531360_R2"	225	3.86618194942238	0.143556958991897	-0.0551804812789555	33	0	5	134	16	35	110	1	20	1	144	182	191	55	30	3	440	0	13	39	21	2	230	3	72	0	56	34	13	9	0	3	327	0	72	4	50	102	5	16	188	0	31	48	1	68	10	1	0	0	6	31	8	0	15	12	1	5	2	10	1	3	0	77	14	3	13	8	3	4	0	0	8	15	5	1	0	0	0	1	0	2	0	2	0	3	0	0	30	3	0	0	2	2	6	8	0	9	6	13	2	4	7	3	1	0	0	11	12	5	1	1	2	2	2	5	1	0	2	0	7	0	3	2	0	9	6	0	0	2	0	2	0	14	2	0	0	39	4	0	10	0	1	2	0	4	0	0	0	0	0	1	0	1	1	1	1	1	7	1	1	5	0	0	1	15	0	1	10	0	9	1	3	17	1	1	1	0	1	0	6	2	1	3	1	2	0	11	0	1	0	0	3	3	1	0	4	4	8	0	0	0	0	0	0	1	5	0	0	0	3	0	0	2	0	3	2	1	0	1	3	1
"PI531360_R3"	172	2.95013390330347	-0.266420510964893	-0.027536087538973	0	1	1	97	65	24	13	0	31	0	1378	7	24	72	1	10	505	901	7	35	30	1	0	0	137	246	23	5	0	6	0	9	25	6	6	4	26	5	1	43	21	4	0	0	1	17	0	0	78	12	1	0	0	0	0	6	16	0	3	0	0	0	0	23	6	8	16	2	0	0	4	2	5	2	35	12	0	0	17	0	3	0	3	0	0	4	5	7	3	13	1	1	5	0	0	0	0	5	1	14	0	2	20	1	0	0	0	0	2	3	2	0	0	0	0	1	2	15	0	1	0	0	3	5	0	0	0	0	2	1	7	1	0	0	0	6	4	3	0	32	0	0	0	1	0	0	2	0	0	19	0	2	8	0	0	6	1	0	2	0	2	6	0	3	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	3	18	0	0	0	0	0	2	0	2	0	0	0	0	1	0	0	1	0	0	0	0	0	4	0	0	0	0	0	3	0	0	0	0	0	0
"PI531360_R4"	207	3.30147428391636	-0.250716035972346	0.0378094721499946	3	13	0	69	295	41	30	0	5	0	1064	1	10	90	0	0	580	377	8	54	83	0	5	0	105	420	20	0	0	5	0	10	54	5	6	21	15	47	4	18	24	6	1	8	0	1	0	3	255	22	6	0	0	1	2	2	7	0	22	0	8	0	0	21	4	4	5	4	0	0	5	0	8	4	48	8	0	2	20	0	2	0	2	0	0	2	15	5	12	5	1	7	0	0	0	0	0	18	0	17	1	1	12	1	2	1	0	0	4	10	6	0	0	0	0	1	6	1	0	4	3	0	7	3	0	0	1	0	2	0	0	0	1	0	0	7	4	1	0	0	0	0	0	0	1	0	3	0	0	13	0	3	3	0	0	2	8	7	9	0	0	1	0	2	0	2	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	4	0	0	0	1	0	1	0	0	0	0	3	0	3	0	0	0	0	3	0	0	0	0	1	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1
"PI531361_R1"	220	3.91501352804311	0.1551358074942	-0.0366451056078232	105	0	5	95	12	60	153	2	3	4	59	282	269	289	38	1	527	0	26	34	42	8	214	37	74	10	68	25	6	14	0	0	124	0	81	3	52	154	12	2	197	1	20	0	0	101	12	0	0	0	1	59	7	0	12	20	0	6	6	21	3	4	0	58	7	0	0	9	1	3	0	0	7	14	3	31	2	0	2	0	0	1	0	1	0	11	0	1	66	8	0	9	0	0	6	3	7	20	1	2	3	10	20	6	2	1	0	8	9	13	1	2	1	0	4	1	2	0	3	0	10	1	1	3	2	8	1	1	4	2	6	9	3	4	3	2	1	8	3	0	8	0	3	7	0	3	0	1	0	2	0	0	0	0	6	0	0	0	15	6	1	3	3	0	4	4	3	0	8	2	0	0	1	7	1	0	7	0	2	23	0	2	1	5	0	0	0	0	1	0	0	1	0	0	2	0	0	0	1	0	0	0	3	0	0	0	1	0	1	0	3	1	0	0	1	0	8	1	1	0	1	1
"PI531361_R2"	214	3.97466353545479	0.136711301154965	-0.0300542831822757	117	0	6	115	22	54	141	0	35	0	168	283	156	71	46	1	456	0	23	67	62	5	392	12	85	11	38	21	3	13	0	1	80	0	95	4	41	159	22	7	152	0	47	1	54	127	7	0	5	0	3	75	6	0	38	12	0	5	10	10	0	2	1	218	4	6	6	9	3	2	0	7	10	18	11	1	0	0	2	2	0	1	0	3	0	9	2	3	25	5	0	1	0	0	8	4	0	53	5	10	5	10	18	0	0	2	4	13	9	9	2	2	5	4	29	4	2	0	0	1	10	0	3	4	1	11	0	5	2	1	1	6	8	6	6	1	1	7	6	0	4	3	0	0	0	0	2	1	1	0	3	1	2	0	1	0	3	1	6	2	0	2	2	0	5	3	0	0	5	0	1	0	1	6	0	6	2	0	0	1	1	0	3	0	0	3	3	0	4	3	2	0	0	1	0	9	0	2	2	0	0	5	0	0	0	0	0	0	1	0	0	0	0	0	0	1	6	1	2	1	2	2
"PI531361_R3"	250	3.88711706909124	0.095894485278544	0.0438175456884398	48	0	5	52	22	82	145	3	4	0	348	330	55	18	36	11	404	29	11	55	59	3	206	0	273	84	29	10	3	5	0	0	41	0	64	4	16	180	11	6	91	5	35	2	23	98	3	2	93	0	68	23	9	0	25	22	0	4	1	7	8	4	0	34	1	13	5	10	6	13	0	2	4	26	1	6	0	0	7	1	0	3	7	12	0	3	6	0	7	2	0	1	0	0	5	0	0	25	5	1	1	0	7	1	0	1	3	1	11	4	1	4	2	2	0	8	0	2	4	0	6	1	5	1	1	13	4	1	9	2	0	10	3	2	6	1	1	9	1	1	0	2	2	1	0	2	0	0	2	0	0	0	0	8	0	5	1	0	6	1	0	1	2	0	2	2	3	1	1	1	15	0	16	2	1	0	0	3	0	0	3	0	0	26	1	7	1	0	5	0	0	0	1	19	0	0	0	3	0	1	0	0	2	0	6	0	7	0	0	0	0	0	1	3	1	0	0	0	2	2	0	0
"PI531361_R4"	238	4.11000142646815	0.139971070870255	0.0651163363699112	73	0	0	110	5	112	205	5	19	0	103	363	82	46	72	8	286	0	12	58	74	2	370	1	106	88	34	31	5	16	0	3	35	0	145	9	5	131	21	5	109	6	58	0	9	116	4	0	134	0	21	46	13	1	19	22	0	34	8	10	49	7	1	29	23	4	2	13	6	13	0	8	17	51	1	1	0	0	1	0	0	1	0	5	0	10	3	0	21	12	0	3	3	0	5	0	0	24	1	0	8	4	22	5	0	4	4	1	17	4	1	0	3	1	0	1	0	97	1	0	6	2	3	3	1	12	12	2	1	7	0	9	17	7	16	2	0	4	0	22	1	0	3	0	2	0	1	0	4	0	3	0	1	1	2	0	5	0	9	4	7	6	4	0	0	3	3	2	2	3	4	0	25	0	1	0	0	1	2	4	3	3	0	16	0	1	0	0	5	0	2	2	0	6	0	0	1	1	0	1	0	2	0	0	1	3	3	0	0	0	0	0	0	1	3	2	0	0	0	0	1	1
