"newID"	"rich"	"shannon"	"PC1"	"PC2"	"OTU_35"	"OTU_143"	"OTU_155"	"OTU_14"	"OTU_34"	"OTU_23"	"OTU_13"	"OTU_226"	"OTU_27"	"OTU_347"	"OTU_2"	"OTU_4"	"OTU_10"	"OTU_12"	"OTU_45"	"OTU_97"	"OTU_1"	"OTU_3"	"OTU_38"	"OTU_18"	"OTU_26"	"OTU_152"	"OTU_5"	"OTU_156"	"OTU_8"	"OTU_11"	"OTU_21"	"OTU_56"	"OTU_76"	"OTU_60"	"OTU_92"	"OTU_118"	"OTU_9"	"OTU_302"	"OTU_30"	"OTU_51"	"OTU_25"	"OTU_20"	"OTU_64"	"OTU_47"	"OTU_15"	"OTU_82"	"OTU_43"	"OTU_121"	"OTU_115"	"OTU_17"	"OTU_81"	"OTU_99"	"OTU_19"	"OTU_65"	"OTU_80"	"OTU_39"	"OTU_95"	"OTU_189"	"OTU_63"	"OTU_59"	"OTU_77"	"OTU_131"	"OTU_93"	"OTU_87"	"OTU_134"	"OTU_109"	"OTU_225"	"OTU_31"	"OTU_58"	"OTU_66"	"OTU_62"	"OTU_88"	"OTU_185"	"OTU_129"	"OTU_291"	"OTU_158"	"OTU_69"	"OTU_79"	"OTU_44"	"OTU_117"	"OTU_474"	"OTU_193"	"OTU_112"	"OTU_311"	"OTU_250"	"OTU_287"	"OTU_154"	"OTU_96"	"OTU_145"	"OTU_139"	"OTU_126"	"OTU_101"	"OTU_57"	"OTU_78"	"OTU_266"	"OTU_188"	"OTU_132"	"OTU_125"	"OTU_111"	"OTU_167"	"OTU_441"	"OTU_49"	"OTU_98"	"OTU_54"	"OTU_149"	"OTU_70"	"OTU_48"	"OTU_166"	"OTU_280"	"OTU_201"	"OTU_271"	"OTU_147"	"OTU_71"	"OTU_74"	"OTU_138"	"OTU_182"	"OTU_297"	"OTU_255"	"OTU_231"	"OTU_163"	"OTU_212"	"OTU_162"	"OTU_241"	"OTU_224"	"OTU_75"	"OTU_217"	"OTU_91"	"OTU_90"	"OTU_124"	"OTU_68"	"OTU_184"	"OTU_237"	"OTU_168"	"OTU_180"	"OTU_196"	"OTU_85"	"OTU_151"	"OTU_102"	"OTU_120"	"OTU_130"	"OTU_209"	"OTU_86"	"OTU_197"	"OTU_141"	"OTU_83"	"OTU_248"	"OTU_202"	"OTU_199"	"OTU_239"	"OTU_172"	"OTU_313"	"OTU_305"	"OTU_207"	"OTU_89"	"OTU_249"	"OTU_279"	"OTU_157"	"OTU_284"	"OTU_153"	"OTU_135"	"OTU_171"	"OTU_261"	"OTU_61"	"OTU_128"	"OTU_148"	"OTU_146"	"OTU_211"	"OTU_161"	"OTU_275"	"OTU_73"	"OTU_183"	"OTU_247"	"OTU_238"	"OTU_150"	"OTU_242"	"OTU_641"	"OTU_107"	"OTU_350"	"OTU_272"	"OTU_204"	"OTU_222"	"OTU_307"	"OTU_173"	"OTU_276"	"OTU_144"	"OTU_413"	"OTU_206"	"OTU_165"	"OTU_309"	"OTU_223"	"OTU_229"	"OTU_122"	"OTU_110"	"OTU_298"	"OTU_336"	"OTU_214"	"OTU_519"	"OTU_343"	"OTU_329"	"OTU_267"	"OTU_137"	"OTU_219"	"OTU_243"	"OTU_363"	"OTU_289"	"OTU_259"	"OTU_451"	"OTU_360"	"OTU_200"	"OTU_186"	"OTU_213"	"OTU_288"	"OTU_285"	"OTU_203"	"OTU_397"	"OTU_260"	"OTU_340"	"OTU_263"	"OTU_359"	"OTU_254"	"OTU_262"	"OTU_499"	"OTU_464"	"OTU_335"	"OTU_326"	"OTU_318"
"PI596744_R4"	243	3.80066484162347	-0.073419153032207	-0.00364486603922646	28	2	3	65	30	53	59	2	283	2	134	143	71	68	23	6	745	661	40	77	51	1	139	0	154	93	34	20	0	5	0	1	30	3	46	14	25	131	9	18	83	4	14	0	1	45	0	0	88	13	6	25	0	0	15	6	13	3	1	9	4	1	0	35	1	8	0	5	4	5	3	6	11	20	15	8	3	0	7	0	2	0	2	2	2	18	0	5	20	6	0	0	2	8	1	2	0	18	9	33	2	4	18	17	0	2	0	0	2	9	1	5	2	0	0	4	2	144	0	9	9	4	5	6	4	7	0	0	2	0	0	8	2	1	0	6	2	4	1	7	3	2	2	1	0	2	0	0	3	17	3	2	2	1	0	5	1	1	7	1	2	2	1	2	12	3	0	0	4	0	22	0	5	0	0	0	0	0	0	0	2	8	1	4	0	1	0	2	6	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	1	0	0	0	4	0	2	2	0	0	1	2	0	0
"PI600698_R1"	243	4.10254805964198	0.0185860172768004	0.00581142047235043	43	0	1	219	90	55	104	0	19	1	158	222	242	118	17	10	377	153	55	319	26	2	60	0	194	34	68	4	19	22	0	8	182	0	59	25	67	181	26	0	101	6	20	7	0	106	14	5	2	4	19	45	5	2	6	11	3	0	5	13	0	3	2	69	16	13	2	6	4	2	2	8	13	27	29	1	0	0	4	0	0	1	0	0	2	4	4	4	8	8	4	3	0	0	4	0	1	38	6	31	6	15	29	1	2	1	0	0	16	9	0	1	4	1	0	1	0	21	1	1	13	2	16	13	2	13	1	1	4	0	0	4	1	4	8	4	2	7	0	0	16	0	0	4	0	0	1	2	0	6	6	1	1	1	3	5	1	1	13	7	1	0	0	0	3	2	0	1	0	0	21	0	8	2	1	4	0	2	1	0	4	0	1	7	0	7	0	15	0	0	0	0	0	0	0	0	1	1	1	1	0	3	4	0	1	2	0	1	0	11	0	7	2	0	0	4	0	1	0	0	0	0
"PI600698_R2"	227	3.89268029825902	0.0712542676681638	-0.0142336221158869	29	2	0	154	100	43	180	2	65	1	142	206	110	86	24	3	481	10	46	217	31	3	91	0	153	36	285	10	8	14	3	0	246	3	84	17	21	149	5	8	135	3	22	1	0	233	6	1	0	0	1	38	10	1	6	6	0	0	3	16	0	4	0	31	4	11	14	3	2	10	2	4	5	21	3	2	0	0	2	1	0	0	2	0	0	2	0	9	6	2	0	4	4	0	13	2	1	12	5	4	3	3	15	2	0	4	0	0	17	11	1	1	0	0	163	1	0	0	0	0	5	2	3	6	3	10	1	0	1	3	0	3	3	7	9	3	0	5	0	1	9	1	2	0	0	9	0	1	2	7	0	1	2	0	1	2	0	0	7	3	1	3	0	0	18	0	2	3	3	0	0	1	6	7	2	1	5	1	0	0	3	1	0	4	0	1	1	2	1	0	0	2	3	2	0	0	1	0	0	1	0	0	1	0	1	0	4	2	0	0	2	3	2	3	1	1	0	0	0	0	2	2
"PI600698_R3"	191	3.71167509043291	-0.157813343696352	0.0830298595989976	13	196	0	56	65	49	46	2	134	0	18	46	96	108	4	2	534	542	22	63	68	2	1	0	192	155	29	5	0	7	95	2	117	1	52	20	94	12	1	5	24	4	3	0	0	19	0	0	202	24	13	2	0	13	3	2	5	1	12	13	0	1	0	34	18	11	18	6	1	2	1	3	7	8	47	3	0	10	4	0	2	0	4	0	0	5	11	0	12	1	0	3	0	0	3	5	3	16	4	23	0	2	53	2	4	0	0	0	3	13	0	5	0	0	0	0	0	0	0	2	4	0	16	2	1	1	0	0	4	2	2	2	1	2	3	3	0	19	0	0	3	1	0	2	1	0	0	1	1	11	0	2	0	1	1	0	4	0	9	5	0	2	0	0	2	0	2	0	0	0	1	0	4	10	0	0	0	0	1	0	1	0	1	2	2	5	0	33	7	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	2	0	2	0	0	0	0	0	2	3	0	0	0	0	0	0	0
"PI600698_R4"	214	3.72068483250813	-0.175097703514836	0.0636946398594562	2	4	0	110	90	37	78	1	585	0	65	13	29	126	1	2	453	442	25	58	115	0	8	0	296	311	30	12	1	0	0	0	52	1	32	9	22	156	3	0	111	23	1	0	0	24	0	0	93	10	7	5	1	0	1	4	4	2	1	5	3	1	1	49	2	29	0	1	1	1	0	7	3	24	105	3	0	3	5	2	1	0	10	0	7	8	2	9	2	1	0	9	1	0	1	0	0	10	2	8	2	37	28	1	0	0	0	0	5	10	0	3	0	2	0	0	0	1	0	4	12	5	19	7	0	1	0	0	4	0	82	5	0	0	0	1	0	18	0	2	3	2	0	0	2	0	0	0	1	2	1	4	4	0	0	0	7	3	5	4	0	3	0	2	2	1	1	0	0	0	0	0	7	2	0	5	0	0	1	0	0	0	1	1	1	0	0	5	6	1	0	0	0	4	0	1	14	0	0	0	1	0	1	0	0	1	0	0	2	0	0	0	0	4	0	1	0	0	1	0	0	0
"PI600718_R1"	232	4.01547053255648	0.148818655758332	-0.0203903456070144	74	0	3	123	13	78	93	3	19	0	168	186	394	161	23	11	494	0	23	46	30	7	327	8	65	14	76	8	3	16	1	2	88	0	98	6	34	131	21	6	254	1	46	0	22	106	11	3	4	0	8	51	5	0	10	13	0	10	4	12	6	17	0	43	10	7	7	11	3	22	1	24	9	39	5	6	0	0	1	0	0	1	4	100	0	2	6	3	32	4	0	2	3	0	4	3	2	22	3	6	7	16	23	1	0	0	0	18	7	7	2	1	5	0	4	2	3	0	3	0	9	0	2	1	6	12	0	4	9	4	19	6	6	3	3	1	0	14	6	0	18	0	3	0	0	1	0	0	2	0	3	1	0	0	0	1	5	0	11	0	0	1	4	0	6	3	0	0	3	0	0	0	3	5	0	0	0	0	1	2	0	0	3	8	1	9	0	5	0	0	1	0	0	3	0	0	3	0	0	2	0	0	1	0	3	0	2	0	1	0	0	1	0	2	0	1	2	0	0	1	0	1
"PI600718_R3"	208	3.85327381665275	0.076952440816445	0.0129493112491334	21	1	2	73	5	49	107	0	23	0	274	348	122	94	59	1	539	166	6	25	30	3	274	1	194	111	48	10	2	9	0	1	115	0	123	15	34	92	1	132	103	0	49	0	10	190	8	4	62	0	1	40	8	0	1	10	0	2	5	4	9	3	0	22	38	14	155	5	6	1	3	1	8	40	8	2	0	0	0	0	0	0	0	7	0	2	3	2	7	4	0	0	0	0	1	0	0	22	4	25	5	33	5	8	1	0	1	2	19	4	1	0	2	0	6	1	1	0	0	0	4	0	2	0	4	10	0	1	1	2	3	7	0	13	4	3	0	1	0	0	5	0	2	0	0	0	1	0	0	0	1	1	4	0	3	1	0	1	8	0	1	1	3	0	2	3	3	0	1	0	0	5	3	12	5	0	0	0	0	1	5	6	0	1	0	0	0	8	0	1	0	3	3	0	0	0	1	2	1	0	0	0	2	0	1	1	0	0	0	2	2	0	0	2	0	1	0	3	0	0	0	0
"PI600718_R4"	237	3.9652008048986	0.0612445397137216	0.105385385992519	48	2	2	93	35	88	145	1	6	1	228	277	112	27	10	2	337	0	48	126	22	4	86	1	338	137	45	11	1	10	0	0	108	0	116	13	78	105	21	6	86	2	46	0	0	81	10	15	498	1	8	15	9	2	9	20	0	27	13	4	5	5	2	19	23	12	9	9	1	3	0	2	19	18	6	13	0	0	4	0	0	2	3	3	0	0	21	14	22	6	1	2	0	0	0	0	0	30	4	14	4	18	15	1	1	0	0	0	12	11	3	2	1	0	0	0	3	0	4	0	20	2	3	6	2	8	2	1	2	6	0	10	3	3	4	7	0	5	0	0	1	2	2	0	0	0	3	2	0	0	2	1	0	1	3	2	11	0	7	0	0	0	2	0	1	3	5	2	0	0	3	0	4	1	1	3	0	2	4	2	1	5	4	4	0	3	0	4	1	0	0	7	0	0	0	14	0	1	0	0	0	0	0	0	8	1	2	0	0	7	0	0	0	1	1	1	0	0	1	0	1	0
"PI600719_R1"	198	3.27566052327747	-0.173186643195289	-0.0294544480523233	6	1	1	42	42	50	36	3	106	1	1403	16	57	108	3	15	488	238	13	125	40	3	3	0	234	70	32	5	0	3	0	2	56	0	52	18	13	61	6	17	47	3	5	2	0	13	1	11	140	22	2	3	2	0	5	5	20	4	0	0	4	0	0	46	23	6	0	2	0	2	2	1	5	11	19	7	0	2	4	1	0	0	0	0	1	3	7	1	2	2	5	1	1	0	0	0	0	17	3	10	2	2	58	1	0	0	0	0	33	14	19	3	0	0	0	0	0	1	0	0	10	1	8	6	1	5	0	0	3	0	0	8	1	1	0	4	0	0	0	1	2	0	2	0	1	0	0	0	0	9	0	3	2	0	0	6	0	1	15	0	1	5	0	3	0	0	1	0	0	0	1	0	1	0	0	0	2	3	2	0	2	0	0	0	0	0	8	0	6	0	0	1	1	0	0	0	0	0	1	2	0	0	1	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"PI600719_R2"	183	2.69825139494041	-0.243388830843783	-0.099080377460227	2	4	2	31	19	12	25	0	88	0	2263	9	11	83	0	10	392	253	18	105	62	1	1	0	127	83	28	4	0	1	4	1	87	0	11	6	39	42	11	11	28	6	0	7	0	9	0	2	37	21	3	0	0	0	0	2	9	0	0	0	2	0	2	35	9	4	6	1	0	0	0	1	7	3	24	53	0	5	5	0	1	0	2	0	4	13	3	0	3	2	0	4	6	0	0	0	2	2	2	13	3	0	11	2	0	0	0	0	3	2	7	0	0	0	0	0	1	0	0	4	2	0	2	6	1	2	0	1	0	0	0	2	0	0	0	2	2	0	0	3	0	0	0	0	0	1	0	0	0	12	0	1	4	0	0	18	1	0	9	0	0	1	0	4	1	1	0	1	3	0	0	0	1	0	0	0	3	0	1	0	3	0	0	0	2	0	5	0	12	0	1	0	0	1	0	0	0	0	3	0	2	0	0	4	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PI600719_R3"	250	3.75636676157963	0.0125569728605575	0.103095628285085	37	2	3	97	42	57	183	1	9	0	205	650	45	3	17	3	675	9	15	52	66	1	129	0	333	177	113	51	2	10	1	1	41	0	85	34	1	52	10	10	59	6	4	4	0	60	4	0	178	0	0	36	10	0	12	10	0	0	14	6	0	7	0	18	23	6	3	5	2	0	0	1	11	35	28	5	1	1	4	0	0	1	6	0	0	1	5	23	14	12	2	0	3	9	1	0	0	15	4	10	1	2	47	6	0	6	1	0	17	5	0	2	0	0	0	0	2	0	1	1	8	3	3	3	1	22	0	1	2	0	0	1	1	1	2	1	2	11	0	0	1	1	1	4	1	2	1	0	1	2	0	0	2	0	0	1	9	0	7	4	1	5	0	0	0	4	2	3	0	0	20	1	11	3	1	4	0	1	1	0	1	0	0	0	1	3	2	0	4	2	3	1	0	6	1	3	0	0	0	0	0	0	0	5	5	0	1	0	0	5	6	0	0	6	1	2	1	0	1	1	1	3
"PI600719_R4"	248	3.59158606303297	-0.0616895479995898	0.0481884393781097	11	2	1	59	71	28	94	7	40	0	668	167	27	133	4	4	1003	78	54	62	47	0	23	0	323	58	83	17	0	4	1	0	212	0	27	13	0	74	12	0	46	10	3	0	0	43	4	2	85	4	4	8	5	0	4	8	9	0	0	2	1	5	0	49	2	11	0	5	0	1	0	2	6	18	23	0	0	0	1	1	0	2	2	0	0	10	1	1	6	24	1	2	0	0	2	2	0	29	6	3	2	3	38	2	0	0	0	0	10	7	4	1	0	0	0	2	1	0	0	3	13	4	4	9	3	3	7	0	0	3	0	13	1	0	1	7	1	5	2	0	0	0	0	0	0	3	0	0	2	2	1	0	1	3	2	4	5	0	9	1	0	8	0	1	2	1	1	0	2	3	5	2	9	3	0	0	0	0	2	0	7	6	1	3	2	1	7	5	11	0	1	2	0	2	0	14	1	2	1	0	2	0	0	0	5	0	1	0	0	6	0	1	3	1	0	1	0	0	0	1	0	0
"PI600723_R1"	194	3.7481582108126	0.0565877709430409	0.00438638658935976	27	0	0	159	63	99	114	4	35	5	89	831	177	217	20	2	339	44	95	128	23	3	77	0	294	41	52	16	24	30	0	1	106	0	63	16	18	133	13	3	95	4	25	3	0	153	6	14	1	1	5	28	9	6	15	12	0	4	3	6	1	5	0	62	7	5	10	9	2	6	0	2	9	14	17	2	0	0	4	0	0	1	1	5	0	2	1	0	4	0	1	0	0	0	3	0	0	21	6	22	5	18	20	0	0	3	2	1	14	18	0	4	0	2	0	0	0	0	1	0	6	2	16	8	4	12	0	1	2	0	0	2	1	7	4	0	2	0	0	0	13	1	0	0	0	0	0	1	0	4	2	0	1	0	5	4	3	0	16	2	0	0	6	0	1	5	0	4	0	0	0	0	2	0	0	4	0	1	1	0	0	0	0	6	2	5	0	4	3	1	0	0	0	4	0	0	0	1	0	1	1	1	5	0	1	1	1	1	0	0	0	5	0	2	0	4	0	0	0	0	4	0
"PI600723_R2"	240	3.79814451447167	0.0337930325321627	0.00200663202321982	10	2	3	145	49	56	106	1	112	0	161	276	148	159	12	4	976	1	55	65	24	9	85	0	218	65	21	29	19	16	0	1	242	0	46	19	38	99	10	0	43	5	32	13	1	55	2	1	0	0	2	30	4	144	5	19	0	0	4	2	1	2	1	43	36	14	7	7	7	5	1	8	8	12	6	8	1	0	1	0	0	0	3	0	0	13	7	0	15	0	0	1	7	0	0	0	2	16	4	3	3	21	29	2	0	0	0	0	9	13	0	0	0	0	0	4	0	1	1	0	7	1	3	4	0	7	0	0	4	1	0	5	2	2	0	9	0	25	0	5	2	2	0	1	1	0	0	2	8	3	2	6	1	3	3	4	2	0	10	11	6	1	0	0	1	2	0	3	1	0	0	0	2	1	3	4	0	2	1	0	8	0	1	6	2	0	1	18	4	3	0	2	1	1	0	0	3	9	0	2	0	1	1	0	8	0	2	1	0	0	0	1	2	5	0	2	0	2	2	0	0	0
"PI600723_R3"	228	3.6733937238843	-0.216579007577662	0.0561548784701724	3	5	1	129	76	55	55	0	0	0	97	10	94	109	2	4	362	555	26	102	63	0	0	0	150	247	7	7	0	2	1	11	100	2	41	32	24	14	2	4	44	7	4	1	0	19	1	29	214	24	2	1	1	5	0	2	8	0	14	1	8	0	3	726	15	5	9	2	0	0	2	0	13	4	28	81	0	5	17	0	1	0	2	0	0	1	250	9	5	11	2	10	0	0	1	0	0	32	5	46	3	1	24	1	6	1	0	0	4	13	0	1	0	3	0	0	4	0	1	7	6	4	13	6	0	6	0	0	5	1	0	1	0	2	1	9	6	7	0	0	17	0	0	1	0	1	2	0	1	7	0	5	8	0	1	3	0	5	14	0	0	1	0	3	1	2	0	4	0	0	1	0	6	0	0	2	0	0	3	0	1	1	3	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	2	0	0	1	0	7	0	1	2	1	0	0	0	0	0	1	0	0	0	0	0	1
"PI600723_R4"	235	3.63302527924408	-0.233134960010046	0.0780966842426993	1	7	2	191	104	45	33	0	3	0	63	4	33	62	0	11	556	600	13	99	75	3	5	0	184	328	15	9	2	4	0	15	48	4	47	19	47	1	5	25	24	0	1	1	2	10	0	17	151	52	6	2	0	0	0	3	6	0	7	0	3	1	0	41	31	8	9	2	0	0	2	2	17	4	41	31	1	0	8	0	10	0	15	0	0	3	11	0	5	625	2	5	0	0	2	0	0	28	2	31	4	2	25	1	0	0	0	0	2	7	0	2	0	2	0	0	1	7	0	1	5	1	7	7	0	6	7	0	4	0	0	1	0	0	0	6	4	5	0	0	5	0	0	2	0	0	2	0	0	27	0	2	7	1	0	4	1	4	16	0	0	5	0	5	0	1	0	0	0	0	0	0	0	4	1	0	4	0	7	1	3	2	5	0	0	0	0	1	2	1	0	0	0	0	0	5	0	0	1	1	1	0	1	3	0	9	0	3	3	4	0	0	0	1	0	1	0	0	0	0	1	0
"PI600725_R1"	238	3.95559134048896	-0.0358400614146213	0.0299205373718072	22	4	6	145	74	64	116	2	178	4	187	267	78	196	14	1	297	274	29	68	64	7	35	0	442	33	42	19	4	13	0	2	255	1	54	29	76	14	9	80	26	20	23	0	0	91	4	2	16	1	1	41	5	1	7	1	2	1	2	11	0	2	7	52	14	23	19	5	1	7	0	0	1	19	10	1	1	2	7	1	0	0	3	0	0	3	5	2	5	8	2	1	1	0	1	1	2	16	5	12	3	1	21	0	0	0	0	0	4	4	0	5	0	0	0	2	0	0	2	0	2	4	5	10	5	7	0	0	1	0	112	6	1	1	0	10	1	2	2	0	9	1	0	1	0	0	0	2	0	7	6	0	6	0	0	2	0	0	9	3	2	4	0	2	1	3	1	0	3	0	0	0	2	20	0	4	2	0	4	0	5	0	1	2	0	1	2	0	1	2	0	2	6	5	0	1	5	3	1	0	1	0	1	0	1	1	5	0	6	0	1	0	0	3	0	2	0	1	1	0	4	1
"PI600725_R2"	235	3.77256939574732	0.00502718735152669	-0.0239716455834851	31	2	0	97	60	56	134	5	74	0	543	243	37	184	14	6	800	170	35	149	72	1	137	0	185	19	73	14	7	10	0	3	143	0	42	13	20	42	17	1	44	6	14	0	53	43	2	12	3	0	0	33	11	0	13	11	1	0	4	18	0	6	1	57	3	14	2	7	1	9	0	4	15	36	14	8	0	2	3	0	0	0	0	8	0	5	2	19	48	2	1	0	1	0	3	0	1	19	3	9	1	2	4	0	1	2	0	0	4	10	11	3	0	2	0	1	1	0	0	0	7	2	2	13	3	11	1	0	1	9	0	13	2	3	6	5	0	4	0	1	2	3	2	0	1	1	0	5	2	5	1	0	3	1	2	8	1	0	11	6	1	3	2	1	0	18	1	2	0	0	0	1	1	0	1	0	1	0	1	3	2	0	2	2	1	1	4	0	1	2	1	1	0	0	0	2	9	5	0	0	1	3	0	0	1	0	0	2	0	0	0	0	0	2	0	2	1	1	1	0	0	1
"PI600725_R3"	228	4.03140386732886	0.102323929191395	0.0466574487774241	85	0	3	54	18	75	252	0	3	0	256	292	69	116	41	11	337	0	16	104	42	7	222	0	286	71	57	17	1	24	0	14	147	0	89	28	5	61	9	2	81	5	32	1	0	252	13	1	139	0	3	63	12	1	61	12	0	8	6	16	9	11	0	86	1	22	4	10	1	1	0	1	9	23	4	0	1	0	2	0	0	3	0	40	0	8	2	0	12	4	0	1	1	1	2	0	1	21	1	1	4	5	17	4	0	1	4	3	7	15	3	1	3	0	0	0	1	53	2	0	9	3	3	4	8	21	31	1	2	1	0	12	0	10	22	2	0	1	0	0	0	1	4	1	1	0	0	1	1	4	6	0	0	0	1	5	1	0	19	0	18	1	27	0	4	1	0	0	4	0	2	0	7	3	1	0	1	2	1	4	0	7	0	3	0	1	0	1	3	4	0	3	0	12	1	1	2	0	0	0	0	0	0	0	0	0	0	2	1	3	0	0	1	1	2	2	0	0	0	1	2	0
"PI600725_R4"	237	3.98713245301338	0.0752427353929038	0.0372317930174511	43	0	6	106	12	66	144	2	56	1	188	237	153	155	35	4	448	14	16	49	33	6	170	2	360	166	48	24	5	12	0	1	111	1	76	29	112	63	13	9	103	1	17	7	0	227	19	3	238	1	3	33	6	0	32	12	0	0	0	5	18	3	0	38	8	9	3	7	2	6	0	1	10	32	6	2	0	0	1	2	0	1	0	3	0	2	3	0	18	7	0	1	28	3	2	0	0	9	7	7	2	3	19	14	0	2	1	4	3	7	0	2	2	1	4	1	0	3	0	0	9	7	2	4	2	20	1	1	1	0	1	10	0	13	7	3	1	5	0	6	4	2	4	1	1	3	0	0	3	0	2	0	0	0	4	5	2	0	13	1	1	1	1	0	2	3	71	0	2	1	0	0	4	5	1	0	0	0	1	0	1	0	0	3	0	0	3	7	1	1	0	9	0	1	0	0	1	0	0	0	0	2	0	1	2	0	0	0	5	0	1	0	0	5	0	0	0	0	1	0	0	1
"PI600807_R1"	238	3.94805375389104	0.184636412328248	-0.0277636346073714	79	0	8	159	5	78	148	3	8	1	58	249	321	109	48	1	309	1	44	100	31	3	352	4	30	0	75	32	29	27	0	0	146	0	111	0	15	60	19	2	437	4	40	1	0	261	10	18	0	0	7	95	11	3	34	24	0	18	8	8	1	5	1	52	1	4	6	13	5	1	0	0	28	21	1	17	0	1	4	0	0	1	2	7	0	0	1	0	30	0	0	2	0	7	9	0	0	20	1	9	8	19	10	3	0	2	0	0	7	7	0	1	1	1	3	14	5	2	2	0	8	0	4	6	4	20	1	6	0	9	4	6	3	0	4	3	3	4	3	0	19	0	2	1	0	0	0	0	4	0	1	0	0	1	6	1	1	0	22	4	0	1	6	0	3	2	2	0	0	0	1	2	8	4	1	1	0	0	1	4	2	0	1	0	0	6	0	0	3	1	1	1	2	2	1	0	0	6	1	0	0	1	1	0	0	0	1	1	0	0	1	2	0	0	0	2	3	0	0	0	1	0
"PI600807_R2"	231	3.88006352901728	0.169102596926031	-0.0376904676275773	93	0	3	130	13	73	171	0	5	3	162	290	204	182	55	1	397	1	20	92	21	2	380	1	60	10	113	19	9	19	0	0	209	1	117	2	2	99	26	1	284	2	38	1	0	175	13	6	0	0	1	81	9	4	4	24	0	2	12	5	8	3	0	34	4	11	7	9	5	0	0	1	16	9	0	1	1	0	3	1	0	1	0	0	0	2	3	0	50	7	0	6	1	1	9	0	0	34	11	1	16	7	17	4	0	2	1	5	10	7	9	2	0	0	0	6	0	0	0	0	17	1	0	3	4	10	0	6	2	7	0	16	1	1	7	0	2	5	4	0	3	1	2	0	0	0	0	1	7	0	0	3	1	5	1	7	9	0	19	0	0	1	0	0	2	2	1	2	0	0	0	0	1	0	4	0	1	0	5	8	2	0	3	8	0	8	0	0	2	1	1	2	2	1	1	0	3	5	0	0	0	3	1	0	1	0	0	1	0	0	0	4	0	0	0	6	8	0	1	1	0	1
"PI600807_R3"	221	3.76228669886437	-0.166973543873645	0.0455656326465561	5	5	1	199	96	42	55	0	2	0	58	13	87	124	0	0	506	472	14	78	57	0	8	0	270	621	61	5	0	3	1	21	265	0	37	26	63	54	3	10	45	4	0	10	0	21	1	19	66	22	2	2	0	7	2	11	72	1	5	7	10	0	0	36	65	5	15	7	1	1	0	2	9	8	56	16	0	1	6	0	0	1	1	0	0	1	8	2	12	5	5	3	0	0	5	0	0	15	0	38	2	7	19	3	2	0	0	1	3	9	0	2	0	1	0	0	1	0	0	2	6	0	9	8	1	3	0	0	1	0	1	9	1	1	1	5	2	22	0	0	5	1	0	3	0	0	2	0	1	4	0	4	2	0	0	2	0	1	16	2	2	1	0	0	0	0	0	0	3	0	3	0	2	2	0	0	0	0	3	0	3	0	2	0	0	0	0	8	0	1	0	0	0	1	0	3	0	0	0	0	1	0	1	3	3	14	0	3	0	12	0	0	0	0	0	1	0	0	2	0	0	0
"PI600807_R4"	229	3.68311764727334	-0.232275547314274	0.0348804947539799	0	3	0	184	93	79	51	1	6	0	66	10	61	72	1	1	763	594	9	116	79	3	1	0	132	259	24	0	0	4	2	10	339	3	30	28	72	14	10	0	40	2	0	14	0	11	0	8	113	61	10	0	1	0	2	6	14	0	5	2	4	2	2	46	56	9	109	2	0	0	4	1	16	4	50	3	0	4	17	0	2	0	2	0	0	8	5	22	0	14	4	2	0	0	0	0	0	14	3	80	0	4	16	0	0	0	0	0	2	5	0	2	0	0	0	0	1	0	1	3	9	1	14	2	0	11	0	0	1	0	0	0	0	0	1	5	2	5	0	0	1	0	0	0	1	0	2	0	0	6	0	0	8	0	2	3	0	4	5	2	2	2	0	3	1	3	1	1	1	0	0	0	3	0	0	0	2	0	24	0	0	0	1	0	2	0	0	6	2	3	0	0	0	1	1	2	0	0	8	0	2	2	0	2	0	6	0	0	6	6	0	0	0	0	0	1	0	0	0	0	0	1
"PI600987_R1"	214	3.81451843108302	0.170371622758726	-0.0619533388024067	43	0	7	90	13	82	144	3	8	0	293	122	396	99	23	1	443	1	18	124	12	6	373	41	43	1	197	27	14	15	0	0	130	0	64	5	35	145	25	0	164	2	34	1	25	317	21	4	1	0	5	40	2	1	25	11	0	13	7	13	17	3	0	14	4	7	3	9	1	10	0	2	14	9	3	0	0	0	3	0	1	1	0	8	0	1	4	6	24	0	0	0	0	0	5	0	0	30	6	2	4	27	21	2	0	1	3	6	21	5	0	0	4	2	0	2	0	0	0	0	12	0	1	5	5	16	38	3	2	3	0	9	0	2	4	3	0	4	23	0	9	0	2	0	2	0	1	2	5	0	1	0	0	1	2	1	0	5	7	1	1	2	0	0	1	4	3	0	2	0	0	0	0	1	2	0	0	0	0	2	5	0	1	0	0	2	1	6	1	0	1	0	5	1	0	0	1	2	5	1	0	0	1	0	5	0	1	1	0	1	0	4	1	1	0	2	1	0	1	2	0	0
