Domain	Status	Genome ID	Genome Name	
Archaea	Finished	637000187	Natronomonas pharaonis Gabara, DSM 2160	
Archaea	Finished	638154503	Haloarcula marismortui ATCC 43049	
Archaea	Permanent Draft	2508501017	Haloarcula sinaiiensis BJSG-2	
Archaea	Finished	2511231068	Haloarcula hispanica CGMCC 1.2049	
Archaea	Permanent Draft	2502957026	Thaumarchaeota archaeon sp. BS1	
Archaea	Permanent Draft	2514885038	Sulfolobales sp. HSU1	
Archaea	Permanent Draft	2263082001	Thaumarchaeota archaeon sp. BS3	
Archaea	Permanent Draft	2263082002	Thaumarchaeota archaeon sp. BS2	
Archaea	Permanent Draft	2517287030	Haloplanus natans DSM 17983	
Archaea	Permanent Draft	2265123002	Euryarchaeota archaeon JGI 0000012-E06 (unscreened)	
Archaea	Permanent Draft	2519899514	Thaumarchaeota archaeon BS4	
Archaea	Permanent Draft	2522572136	Sulfolobales-str-MK5	
Archaea	Permanent Draft	2522572137	Sulfolobales-MK5-r02	
Archaea	Permanent Draft	2522572139	Geoarchaeota-NAG1-GT2-r01	
Archaea	Permanent Draft	2522572145	Thaumarchaeota-Tha-I.1d-r01	
Archaea	Permanent Draft	2522572146	Thaumarchaeota-Tha-I.1d-r02	
Archaea	Permanent Draft	2534681902	Haloarcula japonica DSM 6131	
Archaea	Finished	2540341082	Natronomonas moolapensis 8.8.11, DSM 18674	
Archaea	Permanent Draft	2551306705	Sulfolobales MK5 r01	
Archaea	Permanent Draft	2554235479	Haloarcula argentinensis DSM 12282	
Archaea	Permanent Draft	2554235482	Haloarcula amylolytica JCM 13557	
Archaea	Permanent Draft	2554235497	Natronorubrum sulfidifaciens JCM 14089	
Archaea	Permanent Draft	2554235510	Haloarcula sinaiiensis BJSG-2	
Archaea	Permanent Draft	2558860120	Methanobrevibacter wolinii SH	
Archaea	Permanent Draft	2617270925	Natronorubrum sediminis CGMCC 1.8981	
Archaea	Permanent Draft	2619618938	Haloplanus aerogenes CGMCC 1.10124	
Archaea	Finished	2627853826	Haloarcula sp. CBA1115	
Archaea	Permanent Draft	2630968663	Halococcus sediminicola CBA1101	
Archaea	Permanent Draft	2651869823	Haloarcula rubripromontorii SL3	
Archaea	Permanent Draft	2651870040	unclassified Euryarchaeota Bin 18	
Archaea	Draft	2651870292	Unclassified euryarchaeota (Marine Group II) REDSEA-S03_B6	
Archaea	Permanent Draft	2654588083	Crenarchaeota group-15 archaeon DG-45	
Archaea	Permanent Draft	2681812915	Haloterrigena daqingensis CGMCC 1.8909	
Archaea	Permanent Draft	2681812919	Natronorubrum thiooxidans HArc-T	
Archaea	Permanent Draft	2681813384	candidate divison MSBL1 archaeon SCGC-AAA382A03	
Archaea	Permanent Draft	2684622664	Haloarcula sp. CBA1128	
Archaea	Permanent Draft	2690315681	Haloarcula sp. K1	
Archaea	Permanent Draft	2700988731	Candidatus Methanosuratincola petrocarbonis V4	
Archaea	Permanent Draft	2700988733	Candidatus Methanomethylicus oleisabuli V3	
Archaea	Permanent Draft	2700988735	Candidatus Methanomethylicus mesodigestus V1	
Archaea	Permanent Draft	2700988736	Candidatus Methanomethylicus mesodigestus V2	
Archaea	Permanent Draft	2708742548	Candidatus Bathyarchaeota archaeon RBG_13_52_12	
Archaea	Permanent Draft	2708742550	Candidatus Bathyarchaeota archaeon RBG_13_38_9	
Archaea	Permanent Draft	2708742551	Candidatus Bathyarchaeota archaeon RBG_13_60_20	
Archaea	Permanent Draft	2708742560	Candidatus Bathyarchaeota archaeon RBG_16_57_9	
Archaea	Finished	2718217640	Natrarchaeobaculum aegyptiacum JW/NM-HA 15	
Archaea	Permanent Draft	2721755443	Sulfolobus sp. ZZQ bin_3_2nd	
Archaea	Permanent Draft	2728369307	Archaeoglobus sp. JdFR-39	
Archaea	Permanent Draft	2728369308	Archaeoglobus sp. JdFR-37	
Archaea	Permanent Draft	2728369321	Archaeoglobi archaeon JdFR-42	
Archaea	Permanent Draft	2728369325	Archaeoglobus sp. JdFR-40	
Archaea	Permanent Draft	2728369332	Archaeoglobus sp. JdFR-29	
Archaea	Draft	2740891982	Theionarchaea archaeon DG-70	
Archaea	Draft	2740891984	Theionarchaea archaeon DG-70-1	
Archaea	Permanent Draft	2740891990	Candidatus Heimdallarchaeota archaeon AB_125	
Archaea	Finished	2740891999	Haloterrigena daqingensis JX313	
Archaea	Permanent Draft	2756170194	Halovenus sp. WSH3	
Archaea	Permanent Draft	2756170196	Haloterrigena sp. P1A	
Archaea	Permanent Draft	2773857643	Unclassified Methanomassiliicoccales JZ-2 bin_168	
Archaea	Permanent Draft	2773857647	Unclassified Verstraetearchaeota GMQP bin_44	
Archaea	Finished	2775506935	Haloarcula taiwanensis Taiwanensis	
Archaea	Permanent Draft	2778260947	Haloarcula quadrata DSM 11927	
Archaea	Permanent Draft	2786546194	Bathyarchaeota archaeon NP77	
Archaea	Permanent Draft	2786546493	Thaumarchaeota archaeon ARS1020	
Archaea	Finished	2788499920	Salinigranum rubrum GX10	
Archaea	Permanent Draft	2795385332	Uncultured Halobacteriaceae archaeon SG1_68_17	
Archaea	Permanent Draft	2795385363	Uncultured Halobacteria archaeon SG1_66_14	
Archaea	Permanent Draft	2795385364	Uncultured Halobacteria archaeon SG1_66_13	
Archaea	Permanent Draft	2811994916	unclassified Candidatus Verstraetearchaeota BinDm130	
Archaea	Permanent Draft	2814122924	unclassified Candidatus Bathyarchaeota BinDmb204	
Archaea	Finished	8062933271	Haloprofundus salilacus Gai1-5	
Archaea	Permanent Draft	2904948511	Haloarcula sp. Atlit-7R	
Archaea	Permanent Draft	2904953507	Haloarcula sp. Atlit-120R	
Archaea	Finished	2914730251	Haloplanus aerogenes JCM 16430	
Archaea	Finished	2914888634	Haloarcula marismortui ATCC 43049	
Archaea	Permanent Draft	2964185362	Candidatus Poseidoniales archaeon AG-319-G05	
Archaea	Permanent Draft	2964257763	Candidatus Poseidoniales archaeon AG-439-B07	
Archaea	Permanent Draft	2988925125	Haloglomus irregulare F16-60	
Archaea	Permanent Draft	2989149619	Natronomonas salsuginis F20-122	
Archaea	Finished	2989230917	Haloplanus rubicundus CBA1112	
Archaea	Finished	2989238759	Haloplanus rallus MBLA0036	
Archaea	Permanent Draft	2994485378	Halomarina oriensis JCM 16495	
Archaea	Permanent Draft	2994753587	Salinigranum halophilum YJ-53	
Archaea	Permanent Draft	2994904470	Halorussus rarus TBN4	
Archaea	Permanent Draft	2995002564	Haloplanus salinus JCM 18368	
Archaea	Permanent Draft	3000395124	Halorussus salinisoli LT46	
Archaea	Finished	3001289820	Halorussus halophilus ZS-3	
Archaea	Permanent Draft	8001460929	Salinigranum halophilum DYF38	
Archaea	Permanent Draft	8001563297	Salinigranum halophilum ZS-5	
Archaea	Finished	8012933652	Methanosuratincola verstraetei LCB70	
Archaea	Finished	8054096110	Halorientalis marina GDY88	
Archaea	Permanent Draft	8054112149	Halomarina salina ZS-57-S	
Archaea	Permanent Draft	8054664313	Haloplanus ruber R35	
Archaea	Finished	8054854319	Salinirubellus salinus ZS-35-S2	
Archaea	Finished	8055016276	Halococcus dombrowskii H4	
Archaea	Permanent Draft	8056003133	Methanocorpusculum vombati CW153	
Archaea	Permanent Draft	8056005180	Methanocorpusculum petauri MG	
Archaea	Permanent Draft	8057292335	Archaeoglobus neptunius SE56	
Archaea	Finished	8057453429	Haloplanus salinarum JCM 31424	
Archaea	Permanent Draft	8062940749	Halovenus carboxidivorans WSH3	
Archaea	Finished	8065038503	Haloplanus rubicundus CBA1113	
Archaea	Permanent Draft	8065437307	Halorussus sp. JP-T4	
Archaea	Finished	8065476386	Halorussus vallis XZYJT10	
Archaea	Permanent Draft	8071269360	Natrialbaceae haloarchaeon AArcht4	
Archaea	Permanent Draft	8075952786	Haloarcula sp. CBA1122	
Archaea	Permanent Draft	8075961202	Haloarcula sp. CBA1131	
Archaea	Permanent Draft	8075965761	Haloarcula sp. JP-Z28	
Archaea	Permanent Draft	8075970700	Haloarcula sp. R1-2	
Archaea	Finished	8112420076	Haloarcula sinaiiensis ATCC 33800	
Archaea	Finished	8120958645	Halobacteriaceae archaeon ZS-10	
Archaea	Permanent Draft	8120997151	Haloarcula tradensis JCM 15760	
Bacteria	Finished	637000081	Colwellia psychrerythraea 34H	
Bacteria	Finished	637000103	Erythrobacter litoralis HTCC2594	
Bacteria	Finished	637000137	Jannaschia sp. CCS1	
Bacteria	Finished	637000032	Bordetella bronchiseptica RB50	
Bacteria	Finished	637000038	Bradyrhizobium japonicum USDA 110	
Bacteria	Finished	637000046	Burkholderia orbicola AU 1054	
Bacteria	Finished	637000047	Burkholderia cepacia AMMD	
Bacteria	Finished	637000051	Burkholderia cepacia 383	
Bacteria	Finished	637000053	Paraburkholderia xenovorans LB400	
Bacteria	Finished	637000054	Campylobacter jejuni RM1221	
Bacteria	Finished	637000055	Campylobacter jejuni jejuni NCTC 11168	
Bacteria	Finished	637000219	Pseudomonas entomophila L48	
Bacteria	Finished	637000220	Pseudomonas protegens Pf-5	
Bacteria	Finished	637000221	Pseudomonas fluorescens Pf0-1	
Bacteria	Finished	637000224	Pseudomonas syringae pv. syringae B728a	
Bacteria	Finished	637000231	Ralstonia solanacearum GMI1000	
Bacteria	Finished	637000234	Rhodococcus jostii RHA1	
Bacteria	Finished	637000239	Rhodopseudomonas palustris CGA009	
Bacteria	Finished	637000248	Rubrobacter xylanophilus DSM 9941	
Bacteria	Finished	637000267	Ruegeria pomeroyi DSS-3	
Bacteria	Finished	637000271	Sphingopyxis alaskensis RB2256	
Bacteria	Finished	637000307	Synechococcus elongatus PCC 6301	
Bacteria	Finished	637000308	Synechococcus elongatus PCC 7942	
Bacteria	Finished	637000310	Synechococcus sp. CC9605	
Bacteria	Finished	637000314	Synechococcus sp. WH8102	
Bacteria	Finished	637000315	Synechocystis sp. PCC 6803	
Bacteria	Finished	637000326	Sulfurimonas denitrificans DSM 1251	
Bacteria	Finished	637000157	Maricaulis maris MCS10	
Bacteria	Finished	637000160	Chelativorans sp. BNC1	
Bacteria	Finished	637000198	Nocardia farcinica IFM 10152	
Bacteria	Finished	637000207	Photorhabdus laumondii TTO1	
Bacteria	Finished	637000208	Polaromonas sp. JS666	
Bacteria	Finished	637000216	Paraglaciecola sp. T6c	
Bacteria	Finished	637000356	Zymomonas mobilis mobilis ZM4	
Bacteria	Permanent Draft	8025071050	Clostridioides difficile VRECD0001	
Bacteria	Permanent Draft	8025270372	Clostridioides difficile CD30	
Bacteria	Permanent Draft	8025206533	Clostridioides difficile 5551-CF/ST37	
Bacteria	Permanent Draft	638341024	Burkholderia cenocepacia PC184	
Bacteria	Permanent Draft	638341044	Campylobacter coli RM2228	
Bacteria	Permanent Draft	638341049	Campylobacter jejuni jejuni 260.94	
Bacteria	Permanent Draft	638341051	Campylobacter jejuni jejuni 84-25	
Bacteria	Permanent Draft	638341052	Campylobacter jejuni jejuni CF93-6	
Bacteria	Permanent Draft	638341053	Campylobacter jejuni jejuni HB93-13	
Bacteria	Permanent Draft	638341055	Campylobacter upsaliensis RM3195	
Bacteria	Permanent Draft	8025356199	Clostridioides difficile 6617-A/ST43	
Bacteria	Permanent Draft	638341214	Synechococcus sp. WH5701	
Bacteria	Permanent Draft	638341215	Synechococcus sp. WH7805	
Bacteria	Finished	638341218	Polaribacter sp. MED152	
Bacteria	Permanent Draft	638341246	marine actinobacterium PHSC20C1	
Bacteria	Permanent Draft	638341059	Dokdonia donghaensis MED134	
Bacteria	Permanent Draft	8025678175	Caballeronia hypogeia LZ043	
Bacteria	Permanent Draft	638341066	Clostridioides difficile QCD-32g58	
Bacteria	Permanent Draft	638341081	Erythrobacter sp. NAP1	
Bacteria	Permanent Draft	8025413630	Streptomyces sp. CAI-17	
Bacteria	Permanent Draft	638341093	Flavobacteria bacterium BBFL7	
Bacteria	Permanent Draft	8024859818	Clostridioides difficile 7467-DH/ST42	
Bacteria	Finished	639633001	Acidothermus cellulolyticus 11B	
Bacteria	Finished	639633005	Paenarthrobacter aurescens TC1	
Bacteria	Finished	639633014	Burkholderia cenocepacia HI2424	
Bacteria	Finished	639633016	Campylobacter fetus fetus 82-40	
Bacteria	Finished	639633017	Campylobacter jejuni jejuni sv. Penner 23/36 81-176	
Bacteria	Permanent Draft	8024472007	Rhizobium ruizarguesonis UPM1133	
Bacteria	Finished	639633041	Mycolicibacterium smegmatis MC2 155	
Bacteria	Permanent Draft	8025176761	Clostridioides difficile 6636-R/ST48	
Bacteria	Finished	639633051	Polaromonas naphthalenivorans CJ2	
Bacteria	Finished	639633055	Rhizobium leguminosarum bv. viciae 3841	
Bacteria	Finished	639633060	Candidatus Solibacter usitatus Ellin6076	
Bacteria	Finished	639633063	Syntrophobacter fumaroxidans MPOB	
Bacteria	Finished	639633065	Verminephrobacter eiseniae EF01-2	
Bacteria	Permanent Draft	639857019	Roseibium aggregatum IAM 12614	
Bacteria	Finished	640069307	Burkholderia vietnamiensis G4	
Bacteria	Finished	640069308	Clostridioides difficile 630	
Bacteria	Finished	640069319	Methylibium petroleiphilum PM1	
Bacteria	Finished	640069322	Prochlorococcus marinus MIT9301	
Bacteria	Finished	640427103	Bradyrhizobium sp. BTAi1	
Bacteria	Finished	640427104	Bradyrhizobium sp. ORS278	
Bacteria	Finished	640427136	Cupriavidus necator H16	
Bacteria	Finished	640427144	Rhizorhabdus wittichii RW1	
Bacteria	Finished	640612202	Algoriphagus machipongonensis PR1	
Bacteria	Permanent Draft	640612204	Flavobacteria bacterium BAL38	
Bacteria	Permanent Draft	640612219	Sagittula stellata E-37	
Bacteria	Finished	640753010	Campylobacter curvus 525.92	
Bacteria	Finished	640753011	Campylobacter hominis ATCC BAA-381	
Bacteria	Finished	640753012	Campylobacter jejuni doylei 269.97	
Bacteria	Finished	640753013	Campylobacter jejuni jejuni 81116	
Bacteria	Finished	640753020	Clostridium kluyveri DSM 555	
Bacteria	Finished	640753030	Janthinobacterium sp. Marseille	
Bacteria	Finished	640753042	Pseudomonas aeruginosa sv. O12 PA7	
Bacteria	Finished	640753050	Shewanella sediminis HAW-EB3	
Bacteria	Finished	640753059	Xanthobacter autotrophicus Py2	
Bacteria	Permanent Draft	640963030	Plesiocystis pacifica SIR-1	
Bacteria	Permanent Draft	640963032	Gimesia maris DSM 8797	
Bacteria	Permanent Draft	640963034	Erythrobacter sp. SD-21	
Bacteria	Permanent Draft	640963039	Caminibacter mediatlanticus TB-2	
Bacteria	Permanent Draft	640963041	Campylobacter jejuni jejuni CG8486	
Bacteria	Finished	641228474	Acaryochloris marina MBIC11017	
Bacteria	Finished	641228476	Azorhizobium caulinodans ORS 571	
Bacteria	Finished	641228482	Burkholderia multivorans ATCC 17616	
Bacteria	Finished	641228493	Gluconacetobacter diazotrophicus PA1 5	
Bacteria	Finished	641228497	Methylorubrum extorquens PA1	
Bacteria	Finished	641228508	Shewanella pealeana ANG-SQ1, ATCC 700345	
Bacteria	Finished	641228509	Sorangium cellulosum So ce 56	
Bacteria	Permanent Draft	641380428	Enterocloster bolteae ATCC BAA-613	
Bacteria	Permanent Draft	641380434	Kordia algicida OT-1	
Bacteria	Permanent Draft	641380439	Flavobacteriales bacterium ALC-1	
Bacteria	Finished	641522608	Burkholderia ambifaria MC40-6	
Bacteria	Finished	641522609	Burkholderia orbicola MC0-3	
Bacteria	Finished	641522612	Caulobacter sp. K31	
Bacteria	Finished	641522638	Methylobacterium radiotolerans JCM 2831	
Bacteria	Finished	641522648	Shewanella halifaxensis HAW-EB4	
Bacteria	Finished	641522649	Shewanella woodyi ATCC 51908	
Bacteria	Finished	641522654	Synechococcus sp. PCC 7002	
Bacteria	Permanent Draft	641736113	Intestinibacter bartlettii DSM 16795	
Bacteria	Permanent Draft	641736123	Burkholderia ubonensis Bu	
Bacteria	Permanent Draft	641736149	Burkholderia ambifaria MEX-5	
Bacteria	Permanent Draft	641736151	Paraburkholderia graminis C4D1M	
Bacteria	Permanent Draft	641736154	Burkholderia ambifaria IOP40-10	
Bacteria	Finished	641736179	Verrucomicrobium spinosum DSM 4136	
Bacteria	Finished	641736195	Campylobacter jejuni jejuni sv. 23/36 81-176	
Bacteria	Permanent Draft	641736216	Clostridioides difficile QCD-76w55	
Bacteria	Permanent Draft	641736217	Clostridioides difficile QCD-63q42	
Bacteria	Permanent Draft	641736218	Clostridioides difficile QCD-37x79	
Bacteria	Permanent Draft	641736219	Clostridioides difficile QCD-97b34	
Bacteria	Finished	642555111	Burkholderia multivorans ATCC 17616	
Bacteria	Finished	642555112	Paraburkholderia phymatum STM815	
Bacteria	Finished	642555113	Paraburkholderia phytofirmans PsJN	
Bacteria	Finished	642555122	Chlorobium phaeobacteroides BS1	
Bacteria	Finished	642555139	Methylorubrum populi BJ001	
Bacteria	Finished	642555142	Natranaerobius thermophilus JW/NM-WN-LF	
Bacteria	Finished	642555153	Rhodopseudomonas palustris TIE-1	
Bacteria	Permanent Draft	642791606	Clostridioides difficile CIP 107932	
Bacteria	Permanent Draft	642791631	Clostridioides difficile QCD-23m63	
Bacteria	Finished	643348504	Agrobacterium radiobacter K84	
Bacteria	Finished	643348505	Allorhizobium ampelinum S4	
Bacteria	Finished	643348523	Burkholderia cenocepacia gv. III J2315	
Bacteria	Finished	643348529	Clostridium kluyveri NBRC 12016	
Bacteria	Finished	643348555	Gluconacetobacter diazotrophicus PA1 5	
Bacteria	Finished	643348563	Methylorubrum chloromethanicum CM4	
Bacteria	Finished	643348564	Methylobacterium nodulans ORS 2060	
Bacteria	Finished	643348565	Methylocella silvestris BL2, DSM 15510	
Bacteria	Finished	643348569	Rhizobium leguminosarum bv. trifolii WSM2304	
Bacteria	Permanent Draft	642979317	Providencia alcalifaciens sv. 019:H2 DSM 30120	
Bacteria	Permanent Draft	642979318	Providencia rustigianii DSM 4541	
Bacteria	Permanent Draft	642979355	Burkholderia sp. H160	
Bacteria	Finished	643692011	Brevibacillus brevis NBRC 100599	
Bacteria	Finished	643692013	Burkholderia glumae BGR1	
Bacteria	Finished	643692014	Campylobacter lari RM2100	
Bacteria	Finished	643692020	Deinococcus deserti VCD115	
Bacteria	Finished	643692029	Nautilia profundicola Am-H	
Bacteria	Permanent Draft	643886009	Campylobacter rectus RM3267, CCUG 20446	
Bacteria	Permanent Draft	643886018	Burkholderia multivorans CGD2M	
Bacteria	Permanent Draft	643886020	Burkholderia multivorans CGD1	
Bacteria	Permanent Draft	643886021	Burkholderia multivorans CGD2	
Bacteria	Permanent Draft	643886214	Acinetobacter sp. ATCC 27244	
Bacteria	Finished	644736321	Acetobacter pasteurianus IFO 3283-01	
Bacteria	Finished	644736354	Musicola paradisiaca Ech703	
Bacteria	Finished	644736355	Dickeya zeae Ech1591	
Bacteria	Finished	644736377	Kangiella koreensis SW-125, DSM 16069	
Bacteria	Finished	644736386	Methylorubrum extorquens AM1	
Bacteria	Finished	644736387	Methylorubrum extorquens DM4	
Bacteria	Finished	644736399	Photorhabdus asymbiotica asymbiotica ATCC 43949	
Bacteria	Finished	644736401	Rhizobium leguminosarum bv. trifolii WSM1325	
Bacteria	Finished	644736404	Saccharomonospora viridis P101, DSM 43017	
Bacteria	Finished	644736410	Teredinibacter turnerae T7901	
Bacteria	Finished	644736413	Variovorax paradoxus S110	
Bacteria	Permanent Draft	8025099603	Clostridioides difficile ERS971480	
Bacteria	Permanent Draft	645058720	Campylobacter showae RM3277	
Bacteria	Permanent Draft	645058736	Clostridium carboxidivorans P7	
Bacteria	Permanent Draft	645058739	Mycobacterium intracellulare ATCC 13950	
Bacteria	Permanent Draft	645058770	Actinobacillus minor NM305	
Bacteria	Finished	645058785	Zymomonas mobilis mobilis T.H.Delft 1, ATCC 10988	
Bacteria	Permanent Draft	645058790	Yersinia kristensenii ATCC 33638	
Bacteria	Permanent Draft	645058803	Clostridioides difficile QCD-66c26	
Bacteria	Permanent Draft	645058823	Streptomyces albidoflavus J1074	
Bacteria	Finished	646311901	Acidaminococcus fermentans VR4, DSM 20731	
Bacteria	Finished	646311907	Azospirillum lipoferum B510	
Bacteria	Finished	646311914	Clostridioides difficile CD196	
Bacteria	Finished	646311915	Clostridioides difficile R20291	
Bacteria	Finished	646311917	Conexibacter woesei ID131577, DSM 14684	
Bacteria	Finished	646311933	Haliangium ochraceum SMP-2, DSM 14365	
Bacteria	Finished	646311948	Pirellula staleyi DSM 6068	
Bacteria	Finished	646311953	Sphaerobacter thermophilus 4ac11, DSM 20745	
Bacteria	Finished	646311954	Spirosoma linguale DSM 74	
Bacteria	Finished	646311960	Sulfurospirillum deleyianum 5175, DSM 6946	
Bacteria	Finished	646311969	Zymomonas mobilis mobilis NCIB 11163	
Bacteria	Permanent Draft	645951808	Selenomonas noxia ATCC 43541	
Bacteria	Permanent Draft	645951835	Hungatella hathewayi DSM 13479	
Bacteria	Permanent Draft	645951855	Jonquetella anthropi E3_33 E1	
Bacteria	Permanent Draft	645951862	Campylobacter fetus venerealis Azul-94	
Bacteria	Permanent Draft	646206254	Fusobacterium mortiferum ATCC 9817	
Bacteria	Permanent Draft	646206268	Acinetobacter johnsonii SH046	
Bacteria	Permanent Draft	646206275	Fusobacterium varium ATCC 27725	
Bacteria	Finished	646564509	Salisediminibacterium selenitireducens MLS10	
Bacteria	Finished	646564515	Paraburkholderia atlantica CCGE1002	
Bacteria	Finished	646564538	Klebsiella pneumoniae NTUH-K2044	
Bacteria	Finished	646564568	Shewanella violacea DSS12	
Bacteria	Finished	646862302	Acetobacter pasteurianus IFO 3283-03	
Bacteria	Finished	646862304	Acetobacter pasteurianus IFO 3283-12	
Bacteria	Finished	646862305	Acetobacter pasteurianus IFO 3283-22	
Bacteria	Finished	646862306	Acetobacter pasteurianus IFO 3283-26	
Bacteria	Finished	646862310	Campylobacter jejuni jejuni IA3902	
Bacteria	Permanent Draft	647000200	Achromobacter piechaudii ATCC 43553	
