"taxonomy1","taxonomy2","taxonomy3","taxonomy4","taxonomy5","taxonomy6","taxonomy7","taxonomy8"
"Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","NA","NA","NA","OTU_6033"
"Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","WD2101 soil group","NA","NA","OTU_2680"
"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","NA","NA","OTU_2239"
"Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Conexibacter","NA","OTU_2951"
"Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales","NA","NA","NA","OTU_1834"
"Bacteria","NA","NA","NA","NA","NA","NA","OTU_11387"
"Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Conexibacter","NA","OTU_1575"
"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Edaphobaculum","NA","OTU_749"
"Bacteria","Proteobacteria","Alphaproteobacteria","Tistrellales","Geminicoccaceae","Candidatus Alysiosphaera","NA","OTU_17950"
"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","NA","NA","OTU_1337"
"Bacteria","Actinobacteriota","Actinobacteria","Micromonosporales","Micromonosporaceae","Actinoplanes","derwentensis","OTU_922"
"Bacteria","Actinobacteriota","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","NA","OTU_2275"
"Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas","NA","OTU_1901"
"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Opitutaceae","NA","NA","OTU_2906"
"Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","Gemmata","NA","OTU_12212"
"Bacteria","Proteobacteria","Alphaproteobacteria","Tistrellales","Geminicoccaceae","Candidatus Alysiosphaera","NA","OTU_3958"
"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","NA","NA","OTU_16839"
"Bacteria","NA","NA","NA","NA","NA","NA","OTU_7355"
"Bacteria","Proteobacteria","Gammaproteobacteria","Diplorickettsiales","Diplorickettsiaceae","Aquicella","NA","OTU_6332"
"Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","NA","NA","NA","OTU_12410"
"Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","WD2101 soil group","NA","NA","OTU_6233"
"Bacteria","Actinobacteriota","Actinobacteria","Micromonosporales","Micromonosporaceae","Longispora","NA","OTU_1631"
"Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","I-8","NA","OTU_13466"
"Bacteria","Actinobacteriota","Acidimicrobiia","NA","NA","NA","NA","OTU_12805"
"Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pir4 lineage","NA","OTU_11556"
"Bacteria","Actinobacteriota","Actinobacteria","Kineosporiales","Kineosporiaceae","Angustibacter","NA","OTU_1419"
"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae","Ohtaekwangia","NA","OTU_5131"
"Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","Fimbriiglobus","NA","OTU_10783"
"Bacteria","Planctomycetota","Planctomycetes","Isosphaerales","Isosphaeraceae","NA","NA","OTU_9392"
"Bacteria","Actinobacteriota","MB-A2-108","NA","NA","NA","NA","OTU_5707"
"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","NA","NA","OTU_5927"
"Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b","NA","NA","OTU_2584"
"Bacteria","Bdellovibrionota","Bdellovibrionia","Bacteriovoracales","Bacteriovoracaceae","Peredibacter","starrii","OTU_6235"
"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae","NA","NA","OTU_9950"
"Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium","NA","OTU_541"
"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","NA","NA","OTU_10023"
"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","NA","NA","OTU_5984"
"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","ADurb.Bin063-1","NA","OTU_3589"
"Bacteria","Acidobacteriota","Acidobacteriae","Solibacterales","Solibacteraceae","Candidatus Solibacter","NA","OTU_1998"
"Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","NA","NA","NA","OTU_998"
"Bacteria","Actinobacteriota","Actinobacteria","Micromonosporales","Micromonosporaceae","NA","NA","OTU_1238"
"Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","WD2101 soil group","NA","NA","OTU_1412"
"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter","NA","OTU_1180"
"Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b","NA","NA","OTU_5226"
"Bacteria","Proteobacteria","Alphaproteobacteria","Elsterales","NA","NA","NA","OTU_2093"
"Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Frankiaceae","Jatrophihabitans","NA","OTU_2612"
"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter","NA","OTU_5806"
"Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Geodermatophilaceae","Klenkia","NA","OTU_3919"
"Bacteria","NA","NA","NA","NA","NA","NA","OTU_12772"
"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae","NA","NA","OTU_2238"
"Bacteria","Proteobacteria","Gammaproteobacteria","R7C24","NA","NA","NA","OTU_5577"
"Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","WD2101 soil group","NA","NA","OTU_875"
"Bacteria","Actinobacteriota","Actinobacteria","Micromonosporales","Micromonosporaceae","NA","NA","OTU_877"
"Bacteria","Acidobacteriota","Blastocatellia","11-24","NA","NA","NA","OTU_1352"
"Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","NA","NA","OTU_737"
"Bacteria","Acidobacteriota","Blastocatellia","11-24","NA","NA","NA","OTU_4043"
"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Terrimonas","NA","OTU_2009"
"Bacteria","NA","NA","NA","NA","NA","NA","OTU_15654"
"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Terrimonas","NA","OTU_6912"
"Bacteria","Actinobacteriota","Actinobacteria","Micromonosporales","Micromonosporaceae","Actinoplanes","NA","OTU_1501"
"Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales","NA","NA","NA","OTU_5402"
"Bacteria","Planctomycetota","Planctomycetes","Planctomycetales","Rubinisphaeraceae","Planctomicrobium","NA","OTU_8540"
"Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","NA","NA","NA","OTU_881"
"Bacteria","Acidobacteriota","Acidobacteriae","Bryobacterales","Bryobacteraceae","Bryobacter","NA","OTU_953"
"Bacteria","Actinobacteriota","Actinobacteria","Micromonosporales","Micromonosporaceae","Actinoplanes","NA","OTU_1570"
"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Puia","NA","OTU_6337"
"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","NA","NA","NA","OTU_6451"
"Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","NA","NA","OTU_1444"
"Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","NA","NA","OTU_4243"
"Bacteria","Chloroflexi","TK10","NA","NA","NA","NA","OTU_1727"
"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","NA","NA","NA","OTU_1198"
"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","NA","NA","OTU_4951"
"Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","67-14","NA","NA","OTU_11241"
"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS 17","NA","NA","OTU_6686"
"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","NA","NA","OTU_638"
"Bacteria","Nitrospirota","Nitrospiria","Nitrospirales","Nitrospiraceae","Nitrospira","NA","OTU_564"
"Bacteria","Abditibacteriota","Abditibacteria","Abditibacteriales","Abditibacteriaceae","Abditibacterium","NA","OTU_14488"
"Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter","NA","OTU_3733"
"Bacteria","Actinobacteriota","Actinobacteria","Micromonosporales","Micromonosporaceae","Catellatospora","NA","OTU_639"
"Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","67-14","NA","NA","OTU_17631"
"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sutterellaceae","NA","NA","OTU_1336"
"Bacteria","Bacteroidota","Ignavibacteria","SJA-28","NA","NA","NA","OTU_6041"
"Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Acidiphilium","NA","OTU_3126"
"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","NA","NA","OTU_1601"
"Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","67-14","NA","NA","OTU_465"
"Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium","NA","OTU_1964"
"Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","NA","NA","OTU_11577"
"Bacteria","Actinobacteriota","Actinobacteria","Frankiales","NA","NA","NA","OTU_7618"
"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Ellin6055","NA","OTU_12330"
"Bacteria","Proteobacteria","Gammaproteobacteria","Diplorickettsiales","Diplorickettsiaceae","Aquicella","NA","OTU_1372"
"Bacteria","Acidobacteriota","Holophagae","Subgroup 7","NA","NA","NA","OTU_524"
"Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","NA","NA","OTU_12545"
"Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Conexibacter","NA","OTU_3443"
"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Rhodanobacter","NA","OTU_2186"
"Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","WD2101 soil group","NA","NA","OTU_16361"
"Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","Koribacteraceae","Candidatus Koribacter","NA","OTU_920"
"Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium","NA","OTU_2928"
"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Terrimonas","NA","OTU_2538"
"Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas","NA","OTU_914"
"Bacteria","Acidobacteriota","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup 10","NA","OTU_6797"
"Bacteria","Proteobacteria","Gammaproteobacteria","CCD24","NA","NA","NA","OTU_6745"
"Bacteria","Chloroflexi","Anaerolineae","Caldilineales","Caldilineaceae","NA","NA","OTU_2400"
"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Psychroglaciecola","NA","OTU_1539"
"Bacteria","Gemmatimonadota","BD2-11 terrestrial group","NA","NA","NA","NA","OTU_7330"
"Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","NA","NA","NA","OTU_790"
"Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Belnapia","NA","OTU_685"
"Bacteria","Bdellovibrionota","Oligoflexia","0319-6G20","NA","NA","NA","OTU_6585"
"Bacteria","Chloroflexi","Anaerolineae","NA","NA","NA","NA","OTU_3688"
"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","NA","NA","OTU_7971"
"Bacteria","Chloroflexi","TK10","NA","NA","NA","NA","OTU_1440"
"Bacteria","Proteobacteria","Alphaproteobacteria","Azospirillales","NA","NA","NA","OTU_918"
"Bacteria","Actinobacteriota","Actinobacteria","Streptomycetales","Streptomycetaceae","Kitasatospora","NA","OTU_7654"
"Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","NA","NA","OTU_6396"
"Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter","NA","OTU_4233"
"Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter","NA","OTU_8211"
"Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium","NA","OTU_18184"
"Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","NA","NA","OTU_14709"
"Bacteria","Chloroflexi","TK10","NA","NA","NA","NA","OTU_917"
"Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","NA","NA","OTU_11715"
"Bacteria","Actinobacteriota","MB-A2-108","NA","NA","NA","NA","OTU_6253"
"Bacteria","Acidobacteriota","Subgroup 5","NA","NA","NA","NA","OTU_11086"
"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS 17","NA","NA","OTU_870"
"Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Nocardiaceae","Rhodococcus","erythropolis","OTU_978"
"Bacteria","Planctomycetota","Planctomycetes","Planctomycetales","NA","NA","NA","OTU_990"
"Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Nocardioidaceae","Aeromicrobium","NA","OTU_310"
"Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pirellula","NA","OTU_3177"
"Bacteria","Chloroflexi","Anaerolineae","SBR1031","NA","NA","NA","OTU_4328"
"Bacteria","Chloroflexi","Anaerolineae","RBG-13-54-9","NA","NA","NA","OTU_1876"
"Bacteria","Chloroflexi","KD4-96","NA","NA","NA","NA","OTU_5347"
"Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","Koribacteraceae","Candidatus Koribacter","NA","OTU_6062"
"Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas","NA","OTU_909"
"Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales","NA","NA","NA","OTU_2401"
"Bacteria","Elusimicrobiota","Lineage IIa","NA","NA","NA","NA","OTU_2653"
"Bacteria","Armatimonadota","NA","NA","NA","NA","NA","OTU_7445"
"Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","NA","NA","OTU_15612"
"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","NA","NA","OTU_2490"
"Bacteria","Acidobacteriota","Blastocatellia","Pyrinomonadales","Pyrinomonadaceae","RB41","NA","OTU_1723"
"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia-Caballeronia-Paraburkholderia","insecticola","OTU_472"
"Bacteria","Chloroflexi","Ktedonobacteria","C0119","NA","NA","NA","OTU_4978"
"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","B1-7BS","NA","NA","OTU_2260"
"Bacteria","RCP2-54","NA","NA","NA","NA","NA","OTU_653"
"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","SC-I-84","NA","NA","OTU_1462"
"Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales","NA","NA","NA","OTU_4631"
"Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Rhodopila","NA","OTU_9965"
"Bacteria","Actinobacteriota","Actinobacteria","Micromonosporales","Micromonosporaceae","NA","NA","OTU_4163"
"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","MND1","NA","OTU_2339"
"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","MND1","NA","OTU_1541"
"Bacteria","Actinobacteriota","Acidimicrobiia","NA","NA","NA","NA","OTU_1141"
"Bacteria","Acidobacteriota","Blastocatellia","Pyrinomonadales","Pyrinomonadaceae","RB41","NA","OTU_3828"
"Bacteria","Chloroflexi","Anaerolineae","Caldilineales","Caldilineaceae","NA","NA","OTU_14042"
"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","weihaiensis","OTU_1194"
"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","NA","NA","NA","OTU_1613"
"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Pseudolabrys","NA","OTU_1653"
"Bacteria","Actinobacteriota","Actinobacteria","Micromonosporales","Micromonosporaceae","NA","NA","OTU_1656"
"Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","WD2101 soil group","NA","NA","OTU_3694"
"Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Iamiaceae","Iamia","NA","OTU_3544"
"Bacteria","Acidobacteriota","Acidobacteriae","Bryobacterales","Bryobacteraceae","Bryobacter","NA","OTU_2865"
"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Weeksellaceae","Chryseobacterium","halperniae","OTU_13895"
"Bacteria","SAR324 clade(Marine group B)","NA","NA","NA","NA","NA","OTU_18962"
"Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","Gemmata","NA","OTU_2352"
"Bacteria","Bdellovibrionota","Oligoflexia","0319-6G20","NA","NA","NA","OTU_6152"
"Bacteria","Planctomycetota","Planctomycetes","Isosphaerales","Isosphaeraceae","NA","NA","OTU_7557"
"Bacteria","Armatimonadota","Chthonomonadetes","Chthonomonadales","Chthonomonadaceae","Chthonomonas","NA","OTU_1898"
"Bacteria","Actinobacteriota","Actinobacteria","0319-7L14","NA","NA","NA","OTU_7169"
"Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","WD2101 soil group","NA","NA","OTU_3316"
"Bacteria","Latescibacterota","NA","NA","NA","NA","NA","OTU_13423"
"Bacteria","Gemmatimonadota","Longimicrobia","Longimicrobiales","Longimicrobiaceae","YC-ZSS-LKJ147","NA","OTU_2615"
"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","Ellin6067","NA","OTU_572"
"Bacteria","Proteobacteria","Alphaproteobacteria","Elsterales","NA","NA","NA","OTU_2657"
"Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","NA","NA","OTU_4646"
"Bacteria","Myxococcota","Polyangia","Polyangiales","Sandaracinaceae","NA","NA","OTU_7533"
"Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Iamiaceae","Iamia","NA","OTU_7332"
"Bacteria","Firmicutes","Desulfotomaculia","Desulfotomaculales","Pelotomaculaceae","Pelotomaculum","NA","OTU_12869"
"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","NA","NA","OTU_3611"
"Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","NA","NA","OTU_15023"
"Bacteria","Myxococcota","Polyangia","Polyangiales","BIrii41","NA","NA","OTU_2469"
"Bacteria","Planctomycetota","Planctomycetes","Isosphaerales","Isosphaeraceae","NA","NA","OTU_3596"
"Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","Acidobacteriaceae (Subgroup 1)","Granulicella","NA","OTU_3595"
"Archaea","Thermoplasmatota","Thermoplasmata","Marine Group II","NA","NA","NA","OTU_5228"
"Bacteria","Acidobacteriota","Blastocatellia","Blastocatellales","Blastocatellaceae","NA","NA","OTU_2608"
"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","NA","NA","OTU_711"
"Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","NA","NA","NA","OTU_3892"
"Bacteria","Acidobacteriota","Subgroup 11","NA","NA","NA","NA","OTU_4608"
"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","NA","NA","OTU_3502"
"Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b","NA","NA","OTU_5728"
"Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","NA","NA","OTU_3027"
"Archaea","Thermoplasmatota","Thermoplasmata","Marine Group II","NA","NA","NA","OTU_7900"
"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter","NA","OTU_12289"
"Bacteria","Proteobacteria","Gammaproteobacteria","KF-JG30-C25","NA","NA","NA","OTU_2839"
"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Edaphobaculum","NA","OTU_1517"
"Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales","JG30-KF-CM45","NA","NA","OTU_2040"
"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","NA","NA","OTU_4206"
"Bacteria","Chloroflexi","TK10","NA","NA","NA","NA","OTU_3488"
"Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","WD2101 soil group","NA","NA","OTU_8472"
"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Niastella","koreensis","OTU_1209"
"Bacteria","Proteobacteria","Gammaproteobacteria","Diplorickettsiales","Diplorickettsiaceae","Aquicella","NA","OTU_8836"
"Bacteria","Myxococcota","Polyangia","Polyangiales","BIrii41","NA","NA","OTU_7785"
"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","NA","NA","NA","OTU_3954"
"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter","NA","OTU_6005"
"Bacteria","Proteobacteria","Gammaproteobacteria","CCD24","NA","NA","NA","OTU_2860"
"Bacteria","Armatimonadota","Chthonomonadetes","Chthonomonadales","NA","NA","NA","OTU_2149"
"Bacteria","Chloroflexi","Dehalococcoidia","S085","NA","NA","NA","OTU_8781"
"Bacteria","Actinobacteriota","Actinobacteria","Micromonosporales","Micromonosporaceae","Virgisporangium","NA","OTU_1678"
"Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales","JG30-KF-CM45","NA","NA","OTU_10747"
"Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales","JG30-KF-CM45","NA","NA","OTU_7391"
"Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","NA","NA","OTU_6425"
"Bacteria","Actinobacteriota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Pseudonocardia","NA","OTU_2267"
"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","KF-JG30-B3","NA","NA","OTU_449"
"Bacteria","Verrucomicrobiota","Chlamydiae","Chlamydiales","Parachlamydiaceae","Candidatus Protochlamydia","NA","OTU_17603"
"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium","NA","OTU_9357"
"Bacteria","Firmicutes","Bacilli","Alicyclobacillales","Alicyclobacillaceae","Tumebacillus","NA","OTU_1983"
"Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Rhodopila","NA","OTU_13402"
"Bacteria","Patescibacteria","ABY1","Candidatus Magasanikbacteria","NA","NA","NA","OTU_21377"
"Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","P3OB-42","NA","OTU_1454"
"Bacteria","Actinobacteriota","MB-A2-108","NA","NA","NA","NA","OTU_4568"
"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","NA","NA","OTU_602"
"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","Ellin6067","NA","OTU_2691"
"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Altererythrobacter","NA","OTU_2976"
"Bacteria","Acidobacteriota","Blastocatellia","Blastocatellales","Blastocatellaceae","Blastocatella","NA","OTU_3537"
"Bacteria","Actinobacteriota","Acidimicrobiia","NA","NA","NA","NA","OTU_10366"
"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Rhodanobacter","NA","OTU_5538"
"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","NA","NA","OTU_12159"
"Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter","NA","OTU_2555"
"Bacteria","Proteobacteria","Gammaproteobacteria","NA","NA","NA","NA","OTU_6959"
"Bacteria","Acidobacteriota","Blastocatellia","11-24","NA","NA","NA","OTU_7397"
"Bacteria","Actinobacteriota","Acidimicrobiia","IMCC26256","NA","NA","NA","OTU_4283"
"Bacteria","Myxococcota","Polyangia","Polyangiales","Sandaracinaceae","NA","NA","OTU_7459"
"Bacteria","Acidobacteriota","Blastocatellia","11-24","NA","NA","NA","OTU_3515"
"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter","NA","OTU_3249"
"Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","Fimbriiglobus","NA","OTU_11682"
"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","NA","NA","OTU_4232"
"Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","P3OB-42","NA","OTU_17268"
"Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","NA","NA","OTU_6113"
"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Noviherbaspirillum","NA","OTU_2338"
"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter","NA","OTU_2386"
"Bacteria","Acidobacteriota","Acidobacteriae","Bryobacterales","Bryobacteraceae","Bryobacter","NA","OTU_1331"
"Bacteria","Bdellovibrionota","Oligoflexia","0319-6G20","NA","NA","NA","OTU_407"
"Bacteria","Planctomycetota","Planctomycetes","Isosphaerales","Isosphaeraceae","NA","NA","OTU_21381"
"Bacteria","Proteobacteria","Alphaproteobacteria","NA","NA","NA","NA","OTU_7584"
"Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pirellula","NA","OTU_4464"
"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","MND1","NA","OTU_18861"
"Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","NA","NA","NA","OTU_3814"
"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Microvirga","NA","OTU_6353"
"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","SC-I-84","NA","NA","OTU_3201"
"Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","WD2101 soil group","NA","NA","OTU_4514"
"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Alcaligenaceae","Advenella","NA","OTU_16159"
"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Microvirga","NA","OTU_730"
"Bacteria","Actinobacteriota","MB-A2-108","NA","NA","NA","NA","OTU_6286"
"Bacteria","Actinobacteriota","MB-A2-108","NA","NA","NA","NA","OTU_11439"
